,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Mode,Loudness,Tempo,Time_signature,Speechiness,Valence
1653,0.0783,0.557,304517.0,0.533,0.00955,4.0,0.413,0.0,-6.114,92.999,4.0,0.03,0.157
1654,0.0225,0.718,187747.0,0.712,0.0,8.0,0.0442,1.0,-5.242,97.005,4.0,0.222,0.42
1655,0.0532,0.633,249500.0,0.952,1.73e-06,9.0,0.989,0.0,-4.274,95.423,4.0,0.0338,0.765
1656,0.547,0.858,199471.0,0.675,0.0,7.0,0.0332,1.0,-3.154,118.818,3.0,0.0546,0.856
1657,0.539,0.584,218760.0,0.636,5.94e-06,10.0,0.871,1.0,-6.654,129.24,4.0,0.0517,0.337
1658,0.12,0.554,260026.0,0.619,0.0,6.0,0.341,0.0,-10.628,95.919,5.0,0.269,0.281
1659,0.968,0.47,231085.0,0.0506,0.895,5.0,0.0968,1.0,-14.161,117.077,5.0,0.0681,0.203
1660,0.133,0.711,243667.0,0.748,0.0,8.0,0.461,1.0,-7.318,127.99,4.0,0.131,0.489
1661,0.37,0.874,126563.0,0.683,0.0,2.0,0.163,1.0,-3.231,117.444,4.0,0.103,0.919
1662,0.0103,0.648,228827.0,0.722,0.0,0.0,0.24,0.0,-4.813,132.973,4.0,0.0427,0.389
1663,0.103,0.378,301800.0,0.903,0.000285,7.0,0.134,1.0,-4.538,115.616,4.0,0.0533,0.457
1664,0.138,0.73,228093.0,0.769,0.0,8.0,0.0473,1.0,-5.114,104.948,4.0,0.0298,0.507
1665,0.122,0.366,203067.0,0.704,0.939,2.0,0.345,1.0,-6.758,77.473,4.0,0.0326,0.495
1666,0.337,0.638,159347.0,0.53,0.0,5.0,0.179,1.0,-6.928,151.618,4.0,0.063,0.882
1667,0.0484,0.583,145750.0,0.529,0.917,10.0,0.106,0.0,-14.881,112.037,4.0,0.038,0.0757
1668,0.0827,0.765,285867.0,0.725,0.0,2.0,0.0744,1.0,-5.651,139.984,4.0,0.051,0.674
1669,0.0607,0.799,203622.0,0.883,0.0,0.0,0.0511,0.0,-3.943,119.987,4.0,0.0302,0.962
1670,0.00761,0.615,281147.0,0.91,0.0067,5.0,0.16,0.0,-2.825,140.0,4.0,0.0762,0.346
1671,0.87,0.828,100573.0,0.506,0.0,5.0,0.318,0.0,-10.297,113.77,3.0,0.485,0.897
1672,0.589,0.59,116762.0,0.325,0.927,2.0,0.2,0.0,-20.327,94.625,4.0,0.0348,0.404
1673,0.384,0.761,171667.0,0.495,0.0,10.0,0.0485,1.0,-4.751,114.999,4.0,0.0328,0.963
1674,0.331,0.659,316919.0,0.717,0.911,9.0,0.127,1.0,-7.816,139.952,4.0,0.0318,0.384
1675,0.0111,0.649,219827.0,0.547,0.0,10.0,0.105,1.0,-6.936,161.007,4.0,0.0493,0.708
1676,0.352,0.744,162560.0,0.893,9.14e-06,10.0,0.149,1.0,-6.163,101.271,4.0,0.0629,0.949
1677,0.332,0.766,157600.0,0.466,0.00378,0.0,0.379,1.0,-8.036,145.003,4.0,0.0718,0.839
1678,0.0207,0.547,204160.0,0.937,0.0,7.0,0.216,0.0,-2.694,128.059,4.0,0.0867,0.5
1679,0.000776,0.485,198680.0,0.898,0.00244,4.0,0.642,1.0,-3.75,99.983,4.0,0.0568,0.494
1680,0.0238,0.578,285480.0,0.909,0.0,8.0,0.258,1.0,-3.798,74.985,4.0,0.2,0.382
1681,0.000232,0.418,216627.0,0.846,0.0,1.0,0.161,0.0,-4.211,105.983,4.0,0.0473,0.561
1682,0.00105,0.339,225987.0,0.932,0.114,4.0,0.255,1.0,-5.017,128.291,4.0,0.057,0.586
1683,0.109,0.438,197852.0,0.793,0.0,5.0,0.241,0.0,-6.883,175.876,4.0,0.346,0.462
1684,0.000137,0.52,187773.0,0.933,0.0,5.0,0.0556,1.0,-2.884,137.022,4.0,0.0541,0.397
1685,0.0284,0.565,206640.0,0.84,0.0,0.0,0.0928,1.0,-4.641,144.04,4.0,0.0296,0.742
1686,0.689,0.81,259413.0,0.436,0.000151,10.0,0.11,1.0,-12.683,119.973,4.0,0.0717,0.446
1687,0.293,0.916,237480.0,0.595,6.47e-05,9.0,0.142,0.0,-6.738,120.026,4.0,0.0607,0.697
1688,0.172,0.649,259560.0,0.68,0.0,3.0,0.161,1.0,-2.652,154.951,3.0,0.0752,0.688
1689,0.123,0.71,193067.0,0.905,0.0,9.0,0.271,1.0,-5.804,150.002,4.0,0.21,0.569
1690,0.00121,0.52,218493.0,0.924,2.31e-06,7.0,0.128,1.0,-4.748,173.98,4.0,0.0686,0.844
1691,0.665,0.408,153653.0,0.499,0.0,9.0,0.11,1.0,-7.651,88.968,4.0,0.0323,0.554
1692,0.972,0.0694,179360.0,0.00525,0.00751,3.0,0.0739,1.0,-35.45,73.566,4.0,0.0482,0.036
1693,0.0957,0.531,176600.0,0.827,1.84e-06,7.0,0.074,1.0,-3.7,183.977,4.0,0.081,0.801
1694,0.621,0.504,255773.0,0.167,0.000109,0.0,0.119,1.0,-14.396,109.321,4.0,0.0284,0.245
1695,0.813,0.43,160387.0,0.457,3.98e-05,5.0,0.363,1.0,-9.262,113.34,4.0,0.0329,0.218
1696,0.0154,0.808,203337.0,0.722,0.0,9.0,0.279,1.0,-8.798,130.217,4.0,0.244,0.571
1697,0.227,0.608,208133.0,0.614,3.82e-06,2.0,0.157,1.0,-3.727,127.885,4.0,0.0285,0.402
1698,0.785,0.594,171093.0,0.389,0.0,10.0,0.0313,1.0,-7.109,122.331,4.0,0.0517,0.396
1699,0.494,0.607,192893.0,0.669,0.0,0.0,0.0747,0.0,-5.517,80.897,4.0,0.244,0.907
1700,0.383,0.656,174587.0,0.556,2.66e-06,8.0,0.134,1.0,-5.498,139.958,4.0,0.0265,0.74
1701,0.878,0.674,260342.0,0.107,0.00781,10.0,0.0899,1.0,-15.662,114.636,4.0,0.245,0.424
1702,0.297,0.692,195387.0,0.883,0.0,7.0,0.226,1.0,-3.564,129.404,4.0,0.042,0.746
1703,0.000989,0.349,158533.0,0.995,0.0,5.0,0.0955,1.0,-2.622,189.936,4.0,0.143,0.223
1704,0.00212,0.516,214587.0,0.877,0.0,1.0,0.329,1.0,-3.52,111.968,4.0,0.0435,0.235
1705,0.014,0.869,244160.0,0.805,0.0,1.0,0.0632,0.0,-4.054,142.029,4.0,0.257,0.59
1706,0.854,0.449,211020.0,0.351,0.761,10.0,0.105,1.0,-10.79,182.362,4.0,0.0641,0.948
1707,0.322,0.881,256766.0,0.416,0.0,1.0,0.0927,1.0,-13.488,96.997,4.0,0.158,0.468
1708,0.872,0.658,335613.0,0.748,5.59e-06,5.0,0.609,1.0,-6.323,151.876,4.0,0.201,0.571
1709,0.000261,0.587,255573.0,0.891,0.00454,11.0,0.314,1.0,-3.381,124.005,4.0,0.0361,0.705
1710,0.85,0.315,216605.0,0.296,0.0118,0.0,0.101,1.0,-9.899,98.833,4.0,0.0281,0.0997
1711,0.49,0.257,363057.0,0.443,0.00049,6.0,0.219,0.0,-9.998,77.528,4.0,0.0921,0.112
1712,0.434,0.572,342787.0,0.162,0.0,5.0,0.208,1.0,-20.962,73.099,4.0,0.0409,0.262
1713,0.377,0.517,210213.0,0.829,0.0515,7.0,0.0985,1.0,-6.636,120.03,4.0,0.0443,0.196
1714,0.501,0.458,160307.0,0.41,0.0,2.0,0.262,1.0,-6.321,155.844,3.0,0.0254,0.374
1715,0.154,0.562,438333.0,0.68,0.0955,1.0,0.269,1.0,-8.015,74.06,4.0,0.498,0.224
1716,0.273,0.488,237440.0,0.833,0.0,11.0,0.192,1.0,-3.876,94.841,4.0,0.0387,0.257
1717,0.27,0.68,257733.0,0.717,0.0,0.0,0.075,1.0,-5.184,129.035,4.0,0.0286,0.664
1718,0.125,0.421,205773.0,0.659,0.0,2.0,0.0857,1.0,-7.339,90.913,4.0,0.0302,0.436
1719,0.139,0.749,183440.0,0.659,0.000447,4.0,0.0716,0.0,-7.617,91.199,4.0,0.0278,0.93
1720,0.349,0.575,191000.0,0.491,0.00378,4.0,0.139,0.0,-10.299,173.605,4.0,0.0559,0.784
1721,0.931,0.716,208000.0,0.0809,0.00247,3.0,0.114,1.0,-13.198,68.478,4.0,0.101,0.345
1722,0.405,0.704,205667.0,0.563,0.00146,4.0,0.133,0.0,-4.307,129.932,4.0,0.0278,0.814
1723,0.0383,0.699,216440.0,0.805,0.0,6.0,0.502,0.0,-3.05,127.009,4.0,0.0595,0.722
1724,0.00839,0.51,191653.0,0.881,0.0,5.0,0.122,0.0,-3.718,100.002,4.0,0.0332,0.385
1725,0.388,0.561,272853.0,0.645,7.43e-05,10.0,0.142,0.0,-6.808,91.012,4.0,0.0707,0.36
1726,0.00443,0.449,201213.0,0.905,0.000531,9.0,0.0447,1.0,-6.603,146.354,4.0,0.0525,0.321
1727,0.196,0.66,161982.0,0.522,0.0,2.0,0.356,1.0,-7.754,135.825,4.0,0.0323,0.524
1728,0.0233,0.534,230773.0,0.667,7.3e-06,9.0,0.261,1.0,-3.91,136.043,4.0,0.0336,0.215
1729,0.428,0.526,188933.0,0.413,0.0,9.0,0.126,1.0,-7.674,115.936,3.0,0.0278,0.211
1730,0.535,0.53,185933.0,0.455,6.88e-06,7.0,0.755,1.0,-7.448,117.882,4.0,0.0284,0.162
1731,0.00207,0.574,189133.0,0.889,1.12e-05,10.0,0.0333,1.0,-3.44,116.007,4.0,0.0524,0.784
1732,0.12,0.426,247933.0,0.612,0.0,1.0,0.119,0.0,-6.359,172.171,4.0,0.0567,0.106
1733,0.231,0.711,257880.0,0.841,9.85e-05,6.0,0.191,0.0,-4.775,176.027,4.0,0.0917,0.964
1734,0.735,0.658,172027.0,0.506,0.0,0.0,0.0469,1.0,-9.927,130.491,4.0,0.246,0.654
1735,0.0134,0.518,363433.0,0.584,0.0215,3.0,0.0964,0.0,-7.951,139.936,4.0,0.032,0.182
1736,0.367,0.68,256183.0,0.729,0.0,7.0,0.159,1.0,-5.097,120.029,4.0,0.0418,0.83
1737,0.000855,0.591,242467.0,0.736,0.0,5.0,0.061,1.0,-5.239,143.981,4.0,0.0354,0.644
1738,0.134,0.654,187067.0,0.745,0.0,2.0,0.079,1.0,-5.685,93.931,4.0,0.0281,0.679
1739,0.005,0.482,258693.0,0.97,0.0,2.0,0.233,0.0,-3.131,92.513,4.0,0.193,0.441
1740,0.0493,0.745,203680.0,0.715,0.0,9.0,0.228,1.0,-6.613,105.007,4.0,0.0383,0.876
1741,0.00405,0.613,250667.0,0.837,0.0,10.0,0.121,0.0,-3.382,90.007,4.0,0.114,0.638
1742,0.0357,0.638,207280.0,0.875,0.0,1.0,0.0667,1.0,-4.123,111.999,4.0,0.0344,0.698
1743,0.207,0.745,208200.0,0.619,0.0126,4.0,0.133,0.0,-10.939,107.025,4.0,0.0331,0.0906
1744,0.0415,0.591,220480.0,0.599,0.0,6.0,0.0952,0.0,-7.162,99.911,3.0,0.0329,0.36
1745,0.00261,0.544,240627.0,0.706,0.0593,11.0,0.242,1.0,-5.777,119.941,4.0,0.0302,0.146
1746,0.945,0.379,188040.0,0.334,0.708,9.0,0.273,1.0,-12.412,91.565,4.0,0.0316,0.133
1747,0.00743,0.742,208280.0,0.853,4.79e-06,9.0,0.332,1.0,-4.147,107.03,4.0,0.0393,0.95
1748,6.92e-06,0.343,237173.0,0.98,0.0578,1.0,0.131,1.0,-4.124,194.909,4.0,0.0934,0.461
1749,0.000754,0.487,221853.0,0.81,0.0,4.0,0.352,0.0,-4.067,123.493,4.0,0.0357,0.702
1750,0.0132,0.473,251880.0,0.924,0.0,11.0,0.184,0.0,-4.297,160.017,4.0,0.0446,0.41
1751,0.0285,0.423,202320.0,0.872,0.0,3.0,0.122,1.0,-3.199,141.855,4.0,0.0498,0.493
1752,0.427,0.612,201160.0,0.458,8.41e-06,0.0,0.103,0.0,-11.086,172.516,4.0,0.069,0.961
1753,0.784,0.706,199837.0,0.571,3.49e-05,2.0,0.174,1.0,-6.727,115.014,3.0,0.0373,0.962
1754,0.00595,0.569,203240.0,0.89,0.0112,5.0,0.226,1.0,-4.447,137.044,4.0,0.0559,0.885
1755,0.0506,0.824,257293.0,0.806,0.0,1.0,0.0535,1.0,-3.438,127.961,4.0,0.0509,0.894
1756,0.298,0.355,294813.0,0.536,0.0,1.0,0.145,1.0,-7.202,147.878,4.0,0.0461,0.265
1757,0.000276,0.56,200973.0,0.989,0.0,11.0,0.282,0.0,-4.861,94.988,4.0,0.104,0.428
1758,0.909,0.435,98053.0,0.433,0.963,2.0,0.118,0.0,-20.343,179.923,4.0,0.0348,0.26
1759,0.819,0.639,249535.0,0.393,0.0,2.0,0.0891,0.0,-6.314,97.917,4.0,0.0309,0.363
1760,0.0715,0.62,162960.0,0.904,0.0,7.0,0.262,1.0,-4.126,133.778,4.0,0.319,0.551
1761,0.282,0.731,207679.0,0.629,9.52e-06,1.0,0.315,0.0,-6.859,99.999,4.0,0.034,0.345
1762,0.908,0.491,262154.0,0.226,0.188,8.0,0.101,1.0,-11.459,77.861,4.0,0.0372,0.147
1763,0.0272,0.651,216747.0,0.758,0.0,0.0,0.292,0.0,-6.584,104.956,4.0,0.0578,0.839
1764,0.0191,0.762,169507.0,0.708,0.000374,2.0,0.145,1.0,-6.297,131.22,4.0,0.0573,0.639
1765,0.072,0.673,217652.0,0.903,0.0,6.0,0.324,1.0,-7.255,175.337,4.0,0.334,0.939
1766,0.0306,0.664,210093.0,0.872,0.0,3.0,0.228,1.0,-3.117,129.873,4.0,0.0396,0.555
1767,0.968,0.287,218293.0,0.292,0.978,9.0,0.09,1.0,-19.285,145.703,4.0,0.0541,0.346
1768,0.0075,0.477,178707.0,0.558,0.0,7.0,0.211,1.0,-7.751,119.941,4.0,0.368,0.573
1769,0.000569,0.507,174573.0,0.995,1.28e-05,4.0,0.0686,1.0,-2.355,123.889,4.0,0.0829,0.219
1770,0.00489,0.529,276627.0,0.804,0.69,1.0,0.779,1.0,-4.882,140.004,4.0,0.029,0.316
1771,0.0899,0.721,300219.0,0.676,0.334,2.0,0.0826,0.0,-8.78,127.99,4.0,0.032,0.62
1772,0.00244,0.882,329000.0,0.589,0.00102,11.0,0.214,0.0,-7.604,111.142,4.0,0.0595,0.81
1773,0.0457,0.392,182533.0,0.92,0.0,11.0,0.268,0.0,-3.638,170.098,4.0,0.166,0.385
1774,0.13,0.0559,1393220.0,0.000652,0.65,8.0,0.11,1.0,-29.031,67.083,4.0,0.0733,0.0244
1775,0.401,0.6,224160.0,0.599,0.0,0.0,0.102,1.0,-6.102,99.05,4.0,0.0276,0.496
1776,0.0832,0.865,521693.0,0.394,0.00231,11.0,0.302,1.0,-12.235,115.936,4.0,0.0528,0.643
1777,0.0263,0.609,240608.0,0.874,4.99e-05,9.0,0.328,1.0,-3.888,112.011,4.0,0.0293,0.743
1778,0.233,0.613,369160.0,0.665,0.00025,1.0,0.0618,1.0,-6.438,143.856,4.0,0.089,0.595
1779,0.969,0.5,64973.0,0.183,0.104,9.0,0.108,1.0,-15.266,83.055,4.0,0.0357,0.0962
1780,0.000518,0.505,234920.0,0.898,0.00236,7.0,0.173,1.0,-4.906,118.929,4.0,0.0329,0.731
1781,0.000626,0.513,247000.0,0.827,0.0,7.0,0.142,1.0,-5.328,107.499,4.0,0.0345,0.69
1782,0.318,0.626,223253.0,0.67,0.0,7.0,0.0429,1.0,-5.381,73.422,4.0,0.0534,0.523
1783,0.00124,0.564,208547.0,0.656,3.57e-06,7.0,0.107,1.0,-6.014,83.995,4.0,0.0306,0.547
1784,0.00537,0.662,210200.0,0.819,0.0,6.0,0.0498,1.0,-4.609,122.951,4.0,0.124,0.801
1785,0.0049,0.739,225467.0,0.97,1.06e-06,5.0,0.273,0.0,-4.885,131.003,4.0,0.118,0.519
1786,0.0125,0.429,274853.0,0.755,2.79e-05,0.0,0.444,1.0,-5.662,131.914,4.0,0.052,0.162
1787,0.166,0.662,199240.0,0.923,1.01e-05,11.0,0.311,0.0,-4.085,84.99,4.0,0.21,0.47
1788,0.000303,0.39,213893.0,0.986,0.00011,2.0,0.18,1.0,-3.529,175.101,4.0,0.0906,0.477
1789,0.409,0.517,184675.0,0.616,0.0,0.0,0.101,0.0,-6.848,88.932,4.0,0.231,0.235
1790,0.375,0.624,230853.0,0.488,9.63e-05,4.0,0.339,0.0,-8.258,84.218,4.0,0.0584,0.273
1791,0.206,0.754,185920.0,0.781,0.0168,11.0,0.248,0.0,-9.097,102.0,4.0,0.0353,0.897
1792,0.000295,0.479,199707.0,0.892,6.31e-05,9.0,0.067,1.0,-5.167,156.086,4.0,0.0561,0.416
1793,0.458,0.778,231520.0,0.49,2.49e-06,7.0,0.216,1.0,-11.382,97.546,4.0,0.0315,0.615
1794,0.929,0.522,211680.0,0.173,0.00203,7.0,0.108,1.0,-14.027,133.563,3.0,0.0317,0.511
1795,0.121,0.53,211413.0,0.802,0.0,2.0,0.118,1.0,-6.494,148.054,3.0,0.0362,0.566
1796,0.00853,0.267,220467.0,0.961,0.000164,5.0,0.0678,1.0,-2.355,169.212,4.0,0.155,0.358
1797,0.851,0.776,177213.0,0.458,8.1e-05,2.0,0.166,1.0,-8.815,120.039,4.0,0.0341,0.871
1798,0.133,0.645,205053.0,0.958,0.0,10.0,0.327,0.0,-3.872,160.084,4.0,0.286,0.834
1799,0.00855,0.368,291027.0,0.807,0.000787,10.0,0.154,1.0,-4.638,180.01,4.0,0.0656,0.298
1800,0.037,0.624,200600.0,0.817,0.247,4.0,0.358,1.0,-4.403,113.028,4.0,0.0312,0.439
1801,0.0571,0.628,149385.0,0.858,0.0,0.0,0.276,0.0,-5.629,95.515,4.0,0.282,0.16
1802,0.0597,0.813,195987.0,0.732,0.00137,7.0,0.0826,1.0,-5.636,130.02,4.0,0.03,0.731
1803,0.000267,0.33,251613.0,0.853,0.00278,1.0,0.272,1.0,-4.687,120.135,4.0,0.19,0.201
1804,0.021,0.726,264900.0,0.994,0.0108,5.0,0.222,0.0,-2.433,129.989,4.0,0.0543,0.779
1805,0.0396,0.168,900000.0,0.284,0.802,8.0,0.105,1.0,-26.99,123.941,1.0,0.0744,0.149
1806,0.00143,0.502,185040.0,0.929,0.00083,1.0,0.0812,1.0,-3.563,158.032,4.0,0.054,0.746
1807,0.362,0.537,179600.0,0.667,0.0,10.0,0.116,1.0,-6.198,117.117,4.0,0.0493,0.642
1808,0.00279,0.597,150200.0,0.97,1.36e-05,4.0,0.354,1.0,-6.303,121.971,4.0,0.159,0.352
1809,0.194,0.526,217367.0,0.919,0.0,11.0,0.037,0.0,-4.702,180.069,4.0,0.321,0.704
1810,0.00444,0.364,174400.0,0.699,0.00093,0.0,0.772,0.0,-9.473,87.083,5.0,0.29,0.427
1811,0.0207,0.658,185560.0,0.679,3.15e-06,10.0,0.198,0.0,-8.606,94.489,4.0,0.0361,0.42
1812,0.00301,0.348,64307.0,0.594,0.56,3.0,0.0846,1.0,-7.893,105.388,4.0,0.0389,0.309
1813,0.162,0.749,220413.0,0.837,0.0,7.0,0.525,1.0,-8.837,103.483,4.0,0.0512,0.927
1814,3.03e-05,0.353,174013.0,0.866,3e-05,2.0,0.295,1.0,-3.274,165.215,4.0,0.0392,0.544
1815,0.974,0.397,293333.0,0.208,0.894,2.0,0.104,1.0,-14.508,205.068,4.0,0.102,0.166
1816,0.0416,0.532,253080.0,0.726,0.00135,7.0,0.259,1.0,-13.865,156.663,4.0,0.0293,0.931
1817,0.164,0.479,224773.0,0.433,0.0,0.0,0.0739,0.0,-6.878,58.396,4.0,0.0455,0.324
1818,0.423,0.743,218000.0,0.821,0.0,3.0,0.325,0.0,-6.047,82.061,4.0,0.06,0.828
1819,0.231,0.445,285666.0,0.554,0.0,3.0,0.0685,0.0,-7.793,162.081,4.0,0.0315,0.229
1820,0.00888,0.49,224960.0,0.951,0.00126,11.0,0.376,1.0,-3.888,158.075,4.0,0.0966,0.628
1821,0.119,0.533,204880.0,0.748,0.612,1.0,0.316,1.0,-7.861,105.921,3.0,0.0285,0.343
1822,0.296,0.549,245693.0,0.709,0.0,10.0,0.0741,1.0,-4.526,140.018,4.0,0.0309,0.756
1823,0.154,0.536,263453.0,0.702,1.61e-06,11.0,0.0938,0.0,-6.327,136.095,4.0,0.0285,0.408
1824,0.385,0.487,212639.0,0.676,0.0,2.0,0.117,1.0,-5.886,159.944,4.0,0.0324,0.175
1825,0.225,0.794,214121.0,0.576,0.00381,2.0,0.0854,1.0,-12.111,94.993,4.0,0.0591,0.914
1826,0.687,0.409,223613.0,0.57,0.0,6.0,0.173,0.0,-10.54,128.657,4.0,0.0711,0.336
1827,0.00388,0.703,220160.0,0.836,0.0,5.0,0.16,1.0,-4.619,129.987,4.0,0.0283,0.552
1828,0.972,0.0,73267.0,0.0445,0.972,0.0,0.0873,0.0,-26.44,0.0,0.0,0.0,0.0
1829,0.333,0.734,192307.0,0.548,0.0,8.0,0.0616,1.0,-14.391,116.349,4.0,0.111,0.77
1830,0.375,0.563,96234.0,0.348,0.911,0.0,0.172,1.0,-17.67,94.632,4.0,0.0308,0.061
1831,0.287,0.21,380587.0,0.85,0.00607,7.0,0.912,1.0,-3.694,121.383,4.0,0.0587,0.382
1832,0.0008,0.557,236293.0,0.979,0.06,9.0,0.0283,0.0,-4.69,136.011,4.0,0.113,0.229
1833,0.934,0.303,265253.0,0.291,0.824,5.0,0.363,1.0,-12.932,111.327,3.0,0.0318,0.197
1834,0.0135,0.677,248200.0,0.743,0.00222,6.0,0.0581,1.0,-5.876,127.971,4.0,0.0611,0.469
1835,0.162,0.554,219187.0,0.621,2.56e-05,11.0,0.155,1.0,-7.076,155.817,4.0,0.0269,0.151
1836,0.049,0.547,241351.0,0.848,0.0,2.0,0.114,1.0,-2.684,160.063,4.0,0.0367,0.749
1837,0.385,0.355,323933.0,0.387,0.0,2.0,0.124,1.0,-10.774,179.162,4.0,0.0317,0.468
1838,0.205,0.845,174227.0,0.882,7.96e-06,7.0,0.0241,1.0,-3.933,123.984,4.0,0.0415,0.862
1839,0.000373,0.472,246427.0,0.855,0.93,0.0,0.887,1.0,-6.937,154.908,4.0,0.069,0.167
1840,0.39,0.501,234320.0,0.631,0.0,5.0,0.322,1.0,-3.84,144.098,4.0,0.0268,0.338
1841,0.000507,0.368,186027.0,0.919,0.0823,0.0,0.361,1.0,-5.082,135.391,4.0,0.0419,0.281
1842,0.178,0.624,222240.0,0.772,0.0,7.0,0.11,0.0,-4.687,172.014,4.0,0.165,0.589
1843,0.0326,0.502,236413.0,0.846,0.0,5.0,0.26,1.0,-7.263,174.884,4.0,0.0577,0.69
1844,0.00786,0.556,198133.0,0.885,1.95e-06,6.0,0.138,1.0,-4.045,125.997,4.0,0.0321,0.771
1845,0.37,0.586,269082.0,0.721,0.168,2.0,0.141,1.0,-7.743,84.988,4.0,0.0289,0.656
1846,0.000463,0.57,217027.0,0.922,0.000188,0.0,0.363,1.0,-5.433,135.01,4.0,0.0424,0.32
1847,0.0102,0.424,264853.0,0.68,0.0,8.0,0.224,1.0,-4.311,157.867,4.0,0.0374,0.415
1848,0.0615,0.421,193467.0,0.807,6.75e-05,9.0,0.102,0.0,-6.335,82.02,4.0,0.0401,0.644
1849,0.446,0.493,281000.0,0.74,3.07e-06,2.0,0.98,1.0,-6.364,113.158,4.0,0.0418,0.577
1850,0.0567,0.442,176791.0,0.974,1.45e-06,8.0,0.12,1.0,-4.327,174.003,4.0,0.348,0.283
1851,0.738,0.619,195253.0,0.429,1.35e-05,2.0,0.136,1.0,-7.867,90.058,4.0,0.028,0.545
1852,0.0273,0.864,225333.0,0.596,0.0,9.0,0.181,0.0,-5.603,122.139,4.0,0.251,0.72
1853,0.769,0.565,233080.0,0.551,0.0,7.0,0.191,1.0,-5.81,139.974,4.0,0.0301,0.308
1854,0.0037,0.586,260253.0,0.827,0.0,11.0,0.328,1.0,-5.102,123.905,4.0,0.15,0.508
1855,0.0757,0.688,256147.0,0.684,0.000832,9.0,0.0441,0.0,-5.181,119.193,4.0,0.032,0.96
1856,0.924,0.477,161671.0,0.835,0.000508,9.0,0.129,0.0,-5.942,97.317,3.0,0.438,0.52
1857,0.0714,0.715,202492.0,0.6,0.00165,5.0,0.0876,0.0,-7.728,86.989,4.0,0.0264,0.77
1858,0.334,0.777,234067.0,0.832,1.08e-05,6.0,0.0765,0.0,-3.982,94.964,4.0,0.0403,0.72
1859,0.322,0.715,216133.0,0.722,0.0,5.0,0.139,1.0,-2.533,122.479,4.0,0.0316,0.436
1860,1.17e-05,0.502,198800.0,0.98,0.000575,5.0,0.289,1.0,-2.865,140.007,4.0,0.155,0.295
1861,0.791,0.557,213733.0,0.374,2.57e-06,0.0,0.758,1.0,-11.568,71.598,4.0,0.0469,0.544
1862,0.208,0.372,601587.0,0.542,0.0,11.0,0.102,1.0,-8.59,141.482,4.0,0.0299,0.165
1863,0.166,0.621,195280.0,0.829,0.495,7.0,0.32,1.0,-5.466,105.066,4.0,0.025,0.235
1864,0.0473,0.564,213887.0,0.892,0.000343,8.0,0.412,1.0,-3.653,174.021,4.0,0.0401,0.679
1865,0.0454,0.541,195507.0,0.584,0.00214,11.0,0.117,0.0,-7.528,74.925,4.0,0.259,0.287
1866,0.015,0.737,216027.0,0.69,0.066,2.0,0.0769,1.0,-8.257,135.02,4.0,0.0416,0.566
1867,0.00264,0.599,204387.0,0.779,2.28e-05,1.0,0.083,0.0,-6.472,110.051,4.0,0.0287,0.431
1868,0.968,0.544,232440.0,0.347,0.237,0.0,0.115,0.0,-15.504,119.862,4.0,0.0432,0.501
1869,0.0431,0.617,143520.0,0.507,6.91e-06,1.0,0.106,0.0,-5.926,100.166,4.0,0.0551,0.879
1870,0.237,0.744,202560.0,0.871,0.000287,7.0,0.121,1.0,-6.291,108.982,4.0,0.114,0.497
1871,0.0674,0.563,194747.0,0.742,0.0,8.0,0.16,1.0,-6.349,108.245,5.0,0.308,0.269
1872,0.303,0.601,172000.0,0.534,4.5e-05,9.0,0.413,1.0,-9.06,120.872,4.0,0.0309,0.552
1873,0.000473,0.489,205533.0,0.958,0.0,1.0,0.401,0.0,-2.731,132.975,4.0,0.05,0.427
1874,0.055,0.611,133600.0,0.897,0.927,4.0,0.0627,0.0,-9.443,119.246,4.0,0.0371,0.597
1875,5.44e-06,0.462,208095.0,0.911,0.00178,1.0,0.108,1.0,-2.741,155.027,4.0,0.0346,0.575
1876,6.21e-05,0.446,258400.0,0.888,0.00144,2.0,0.119,0.0,-6.37,94.998,3.0,0.0515,0.199
1877,0.0145,0.497,363120.0,0.649,3.78e-06,11.0,0.0477,0.0,-10.205,115.357,4.0,0.0334,0.567
1878,0.00268,0.748,233966.0,0.549,0.792,6.0,0.196,0.0,-5.447,101.033,4.0,0.065,0.197
1879,0.545,0.181,274814.0,0.432,0.0,11.0,0.965,1.0,-8.922,68.326,4.0,0.0387,0.159
1880,0.832,0.543,163973.0,0.234,0.00196,5.0,0.116,1.0,-15.351,171.956,4.0,0.0323,0.327
1881,0.993,0.341,357747.0,0.0142,0.921,2.0,0.113,1.0,-28.293,76.382,1.0,0.0388,0.0384
1882,0.261,0.685,260080.0,0.632,0.0,9.0,0.116,0.0,-7.76,87.02,4.0,0.278,0.251
1883,0.457,0.568,226689.0,0.317,0.0195,2.0,0.107,0.0,-10.545,113.429,4.0,0.045,0.761
1884,0.00849,0.375,109610.0,0.711,4.69e-05,9.0,0.102,1.0,-3.554,106.902,4.0,0.0399,0.377
1885,0.784,0.58,212027.0,0.376,0.000659,7.0,0.118,1.0,-7.012,104.996,4.0,0.0252,0.0872
1886,0.316,0.944,183133.0,0.874,0.0,2.0,0.374,0.0,-3.814,120.056,3.0,0.175,0.836
