,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Mode,Loudness,Tempo,Time_signature,Speechiness,Valence
4922,0.532,0.224,262533.0,0.387,0.00548,0.0,0.0689,1.0,-9.022,104.566,4.0,0.0287,0.0395
4923,0.0337,0.696,268920.0,0.522,6.35e-06,9.0,0.113,0.0,-9.489,124.025,4.0,0.0872,0.0934
4924,0.000284,0.567,198261.0,0.894,0.0,5.0,0.155,1.0,-2.901,115.041,4.0,0.0361,0.349
4925,0.785,0.259,225333.0,0.304,0.0,0.0,0.112,1.0,-8.885,63.459,5.0,0.0323,0.0396
4926,0.0376,0.778,232920.0,0.729,0.0,2.0,0.679,1.0,-8.253,94.996,4.0,0.237,0.224
4927,0.556,0.697,244573.0,0.377,0.0,3.0,0.0999,1.0,-7.755,138.754,4.0,0.0397,0.336
4928,0.0148,0.559,236379.0,0.632,0.00115,6.0,0.16,1.0,-7.132,125.005,4.0,0.028,0.258
4929,0.79,0.646,215797.0,0.48,0.000444,4.0,0.104,1.0,-5.13,160.273,3.0,0.0426,0.85
4930,0.0801,0.737,223060.0,0.672,3.05e-06,6.0,0.107,0.0,-7.702,79.881,4.0,0.126,0.826
4931,0.00755,0.496,368373.0,0.55,0.0122,2.0,0.0814,1.0,-5.418,90.036,4.0,0.034,0.144
4932,0.149,0.551,126972.0,0.735,0.0,2.0,0.204,1.0,-4.943,132.638,4.0,0.0274,0.871
4933,0.0951,0.642,180133.0,0.355,3.44e-05,5.0,0.0865,1.0,-14.196,180.26,4.0,0.0329,0.725
4934,0.0328,0.667,259080.0,0.611,0.0353,6.0,0.0963,0.0,-4.798,119.97,4.0,0.0335,0.269
4935,0.112,0.69,225987.0,0.902,0.0,6.0,0.175,0.0,-4.269,92.988,4.0,0.0407,0.786
4936,0.00222,0.642,208253.0,0.956,0.0,4.0,0.278,0.0,-2.282,119.991,4.0,0.0542,0.66
4937,0.635,0.475,250093.0,0.459,0.0,4.0,0.101,1.0,-8.768,143.988,4.0,0.0333,0.0828
4938,0.43,0.758,179808.0,0.858,0.0,5.0,0.201,1.0,-2.502,119.992,4.0,0.0464,0.963
4939,0.0252,0.555,201680.0,0.862,0.0,7.0,0.0559,1.0,-3.866,98.036,4.0,0.0379,0.692
4940,0.00849,0.578,237560.0,0.37,0.00937,6.0,0.131,0.0,-13.379,96.243,4.0,0.0506,0.0635
4941,0.879,0.28,274227.0,0.317,0.00731,7.0,0.108,0.0,-12.433,186.471,3.0,0.0474,0.236
4942,0.0195,0.68,212720.0,0.531,0.0,10.0,0.169,0.0,-8.824,95.05,4.0,0.0351,0.398
4943,0.15,0.725,291500.0,0.552,0.0,11.0,0.214,0.0,-7.369,111.996,4.0,0.0475,0.582
4944,0.659,0.797,183640.0,0.365,0.00011,2.0,0.0789,1.0,-6.556,140.018,3.0,0.0507,0.964
4945,0.357,0.563,302124.0,0.397,2.35e-06,2.0,0.123,1.0,-8.171,127.911,3.0,0.0761,0.583
4946,0.322,0.676,199947.0,0.755,0.0,4.0,0.298,1.0,-5.333,107.03,4.0,0.0388,0.425
4947,0.113,0.669,209893.0,0.726,0.0,8.0,0.0818,1.0,-5.769,86.689,5.0,0.0739,0.59
4948,0.425,0.629,171955.0,0.426,0.0,0.0,0.14,1.0,-6.726,114.921,3.0,0.0287,0.411
4949,0.285,0.64,193551.0,0.849,0.0,5.0,0.0768,1.0,-2.766,97.045,4.0,0.0526,0.667
4950,0.0241,0.479,237987.0,0.606,0.0,0.0,0.33,0.0,-6.424,88.573,5.0,0.0676,0.626
4951,0.00103,0.638,192640.0,0.713,0.000241,5.0,0.0466,1.0,-6.475,115.967,4.0,0.0388,0.703
4952,0.141,0.461,293640.0,0.932,0.0,2.0,0.271,0.0,-2.499,90.074,4.0,0.0673,0.425
4953,0.114,0.457,193333.0,0.824,0.0,11.0,0.0787,0.0,-7.066,144.416,4.0,0.416,0.601
4954,0.162,0.725,247520.0,0.68,2.13e-06,8.0,0.158,1.0,-5.465,119.939,4.0,0.0306,0.76
4955,0.63,0.705,134423.0,0.378,0.0,0.0,0.0981,1.0,-7.299,103.925,4.0,0.0247,0.726
4956,0.00011,0.524,243053.0,0.97,0.0,2.0,0.113,1.0,-3.324,161.961,4.0,0.0454,0.66
4957,0.682,0.656,105573.0,0.567,0.000315,2.0,0.106,0.0,-8.128,133.558,4.0,0.0352,0.71
4958,0.00618,0.816,266187.0,0.723,0.0,2.0,0.263,1.0,-7.02,119.973,4.0,0.0412,0.0473
4959,0.00943,0.51,151719.0,0.766,3.1e-05,4.0,0.0679,0.0,-5.814,132.162,4.0,0.0279,0.729
4960,0.499,0.495,391907.0,0.403,0.0,1.0,0.7,1.0,-9.732,140.365,3.0,0.299,0.563
4961,0.00946,0.399,261575.0,0.887,0.0,1.0,0.281,0.0,-2.578,128.119,4.0,0.201,0.627
4962,0.0801,0.416,216813.0,0.459,0.00653,9.0,0.0551,0.0,-6.814,164.929,3.0,0.0317,0.286
4963,0.598,0.827,304147.0,0.747,0.0,7.0,0.137,0.0,-5.015,123.034,4.0,0.0333,0.913
4964,0.481,0.35,186132.0,0.0695,0.0,0.0,0.0657,1.0,-19.529,86.621,1.0,0.0889,0.22
4965,0.0071,0.56,217573.0,0.81,7.93e-06,0.0,0.241,0.0,-8.029,170.044,4.0,0.0872,0.247
4966,0.0615,0.498,205612.0,0.917,0.0,5.0,0.358,0.0,-1.797,112.357,5.0,0.164,0.652
4967,0.159,0.389,197187.0,0.834,0.0,9.0,0.116,1.0,-3.629,152.346,4.0,0.0851,0.531
4968,0.472,0.335,208000.0,0.33,0.41,0.0,0.164,1.0,-8.302,75.07,4.0,0.031,0.04
4969,0.465,0.652,218553.0,0.583,0.000208,0.0,0.146,0.0,-8.52,140.024,4.0,0.173,0.46
4970,0.139,0.652,155481.0,0.803,0.0,5.0,0.0764,0.0,-8.858,164.955,4.0,0.301,0.774
4971,0.0433,0.853,277653.0,0.821,0.0899,5.0,0.1,1.0,-3.954,110.004,4.0,0.0558,0.14
4972,0.719,0.348,188184.0,0.638,2.03e-05,7.0,0.255,1.0,-4.907,186.826,3.0,0.0403,0.299
4973,0.104,0.641,305333.0,0.633,0.0,6.0,0.262,1.0,-7.295,114.993,4.0,0.0271,0.279
4974,0.000969,0.424,272000.0,0.797,0.841,5.0,0.234,1.0,-2.321,179.893,4.0,0.0577,0.223
4975,0.46,0.53,271907.0,0.275,1.12e-05,2.0,0.0729,0.0,-13.868,133.973,4.0,0.0349,0.0698
4976,0.0287,0.708,241107.0,0.856,8.46e-05,9.0,0.0727,1.0,-5.4,128.518,4.0,0.0537,0.902
4977,1.26e-05,0.461,265385.0,0.962,0.915,8.0,0.359,0.0,-4.665,129.99,4.0,0.12,0.608
4978,0.542,0.768,156787.0,0.698,0.0,9.0,0.678,0.0,-4.448,97.973,4.0,0.0573,0.383
4979,0.0161,0.719,339999.0,0.569,0.0,1.0,0.136,1.0,-6.896,160.053,4.0,0.299,0.438
4980,0.000867,0.52,240572.0,0.981,0.00177,2.0,0.197,1.0,-2.75,158.937,4.0,0.0906,0.633
4981,0.0494,0.443,211880.0,0.663,0.0,8.0,0.153,0.0,-5.946,159.856,4.0,0.0432,0.331
4982,0.045,0.49,218907.0,0.907,0.0,3.0,0.293,1.0,-4.129,152.023,4.0,0.0693,0.418
4983,0.0876,0.472,232747.0,0.881,0.0,2.0,0.0698,1.0,-5.252,178.858,4.0,0.0524,0.502
4984,0.000621,0.571,161987.0,0.817,0.00295,10.0,0.165,1.0,-4.766,110.491,4.0,0.0436,0.607
4985,0.125,0.606,158360.0,0.622,1.1e-06,9.0,0.0798,0.0,-7.751,87.635,4.0,0.0359,0.907
4986,0.00947,0.736,190907.0,0.708,0.0,8.0,0.128,1.0,-6.093,100.049,4.0,0.0617,0.499
4987,0.889,0.33,259107.0,0.21,1.1e-05,4.0,0.0784,1.0,-10.808,128.154,4.0,0.0307,0.135
4988,0.00774,0.466,217613.0,0.852,2.6e-06,3.0,0.0989,1.0,-4.487,164.032,4.0,0.0585,0.428
4989,0.000446,0.241,291132.0,0.923,0.0,8.0,0.22,1.0,-3.495,172.046,3.0,0.0529,0.451
4990,0.00105,0.676,303773.0,0.865,0.648,1.0,0.382,1.0,-6.381,128.006,4.0,0.0389,0.0372
4991,0.934,0.313,208504.0,0.286,0.0451,10.0,0.0974,1.0,-10.593,80.925,4.0,0.0324,0.287
4992,0.0862,0.838,251987.0,0.72,0.00697,7.0,0.0772,0.0,-4.135,122.99,4.0,0.0483,0.204
4993,0.23,0.602,280371.0,0.371,0.0,9.0,0.0887,0.0,-11.575,120.01,4.0,0.0322,0.211
4994,0.661,0.598,165733.0,0.663,3.48e-06,0.0,0.0368,1.0,-2.715,189.939,3.0,0.0551,0.969
4995,0.996,0.384,75849.0,0.00341,0.943,0.0,0.0964,0.0,-39.053,116.941,4.0,0.0447,0.117
4996,0.0754,0.606,238534.0,0.54,0.0,1.0,0.11,0.0,-5.485,129.934,4.0,0.0412,0.296
4997,0.216,0.546,197360.0,0.681,0.00661,7.0,0.0588,0.0,-5.931,178.522,4.0,0.113,0.689
4998,0.0305,0.729,219307.0,0.517,0.0,1.0,0.102,1.0,-5.793,134.972,4.0,0.0382,0.481
4999,0.0953,0.476,250960.0,0.688,0.000648,1.0,0.438,1.0,-7.799,140.555,4.0,0.245,0.353
5000,0.0671,0.585,242253.0,0.564,0.0,0.0,0.135,0.0,-7.063,113.003,4.0,0.0515,0.137
5001,0.229,0.508,320467.0,0.792,0.124,0.0,0.145,0.0,-7.311,147.067,4.0,0.0297,0.601
5002,0.223,0.765,198293.0,0.356,0.0,11.0,0.0963,0.0,-5.556,96.991,4.0,0.195,0.189
5003,0.205,0.392,293293.0,0.37,0.0096,9.0,0.0821,1.0,-10.888,48.718,4.0,0.0298,0.512
5004,0.969,0.545,208212.0,0.366,0.267,2.0,0.641,1.0,-9.51,86.997,3.0,0.0378,0.1
5005,0.0678,0.588,260173.0,0.521,0.149,10.0,0.123,1.0,-9.461,85.012,4.0,0.0329,0.337
5006,0.0807,0.467,155933.0,0.757,0.908,3.0,0.0876,1.0,-5.093,82.282,4.0,0.033,0.433
5007,0.0115,0.64,216320.0,0.74,0.00678,4.0,0.167,1.0,-4.083,116.879,4.0,0.0284,0.785
5008,0.663,0.414,129698.0,0.473,0.0523,11.0,0.128,0.0,-8.911,100.0,4.0,0.116,0.409
5009,0.0946,0.538,142000.0,0.471,0.0185,4.0,0.116,0.0,-9.84,93.07,4.0,0.0955,0.307
5010,0.326,0.753,145078.0,0.68,4.15e-05,5.0,0.423,0.0,-7.092,105.977,4.0,0.0349,0.192
5011,0.0742,0.796,219333.0,0.766,0.0,7.0,0.0827,1.0,-5.974,110.034,4.0,0.238,0.558
5012,0.0371,0.764,196520.0,0.705,1.94e-05,3.0,0.0943,0.0,-5.279,101.003,4.0,0.0278,0.672
5013,0.00543,0.611,218107.0,0.797,0.00137,6.0,0.26,0.0,-7.627,120.041,4.0,0.0533,0.518
5014,0.113,0.402,339067.0,0.526,8.33e-06,9.0,0.105,0.0,-6.741,81.404,4.0,0.0904,0.312
5015,0.0673,0.943,165291.0,0.595,0.0,5.0,0.0839,0.0,-8.372,117.532,4.0,0.191,0.815
5016,0.107,0.525,194613.0,0.433,0.0,6.0,0.135,1.0,-10.598,160.108,4.0,0.185,0.276
5017,0.0706,0.849,111020.0,0.648,0.00636,7.0,0.0984,1.0,-6.188,106.058,4.0,0.0835,0.195
5018,0.47,0.843,208080.0,0.435,0.0,8.0,0.147,1.0,-8.442,120.058,4.0,0.178,0.19
5019,0.0462,0.734,202333.0,0.637,2.29e-05,4.0,0.0602,0.0,-5.677,169.977,4.0,0.141,0.648
5020,0.0656,0.686,205766.0,0.621,0.000221,11.0,0.139,1.0,-7.243,112.082,4.0,0.187,0.187
5021,0.222,0.572,249040.0,0.631,0.0,7.0,0.135,0.0,-9.836,134.078,4.0,0.0476,0.0713
5022,0.0158,0.424,318591.0,0.615,0.000389,9.0,0.0844,0.0,-6.217,77.935,4.0,0.0325,0.155
5023,0.113,0.705,213520.0,0.769,0.0,9.0,0.105,0.0,-5.526,107.949,4.0,0.0425,0.583
5024,0.291,0.732,206307.0,0.69,0.0,0.0,0.116,0.0,-4.992,143.072,4.0,0.134,0.758
5025,0.272,0.47,363240.0,0.809,0.00671,8.0,0.0491,1.0,-6.74,151.836,4.0,0.0495,0.49
5026,0.00448,0.78,167680.0,0.748,0.000546,11.0,0.115,0.0,-7.394,125.98,4.0,0.0352,0.0663
5027,0.405,0.659,277680.0,0.291,0.0,2.0,0.0771,0.0,-8.275,119.829,3.0,0.0348,0.406
5028,0.00147,0.517,212850.0,0.877,0.0,4.0,0.208,1.0,-3.621,150.004,4.0,0.0297,0.616
5029,0.179,0.574,208854.0,0.479,0.0803,8.0,0.106,1.0,-7.776,115.263,4.0,0.0355,0.303
5030,0.213,0.418,238320.0,0.724,0.0,5.0,0.112,1.0,-3.724,78.521,5.0,0.0964,0.604
5031,0.418,0.595,227427.0,0.389,1.39e-06,2.0,0.116,1.0,-9.245,166.052,4.0,0.0349,0.4
5032,0.0114,0.422,230011.0,0.609,4.76e-06,11.0,0.108,0.0,-6.361,107.34,3.0,0.0335,0.0911
5033,0.00801,0.856,269667.0,0.609,8.15e-05,0.0,0.0344,1.0,-7.223,114.988,4.0,0.0824,0.928
5034,0.345,0.543,249320.0,0.449,0.0,1.0,0.157,1.0,-8.065,132.609,4.0,0.0463,0.29
5035,0.00835,0.645,214507.0,0.713,0.0,6.0,0.113,1.0,-5.355,74.989,4.0,0.0393,0.566
5036,0.00359,0.393,228360.0,0.858,0.0,4.0,0.102,0.0,-2.868,176.042,4.0,0.0729,0.56
5037,0.0362,0.824,284387.0,0.733,0.0,1.0,0.325,1.0,-5.474,97.972,4.0,0.0613,0.395
5038,0.12,0.576,179955.0,0.759,0.0,3.0,0.121,1.0,-8.165,99.969,4.0,0.0599,0.501
5039,0.0244,0.746,222093.0,0.873,0.0,7.0,0.354,1.0,-3.803,148.075,4.0,0.128,0.817
5040,0.187,0.689,212947.0,0.564,0.0,2.0,0.0721,1.0,-6.226,185.023,4.0,0.136,0.123
5041,0.973,0.435,279316.0,0.104,0.33,6.0,0.119,0.0,-22.39,120.484,4.0,0.0445,0.162
5042,0.327,0.733,319973.0,0.334,0.0,1.0,0.116,1.0,-11.314,119.935,4.0,0.0811,0.267
5043,0.303,0.376,290900.0,0.595,0.0,3.0,0.095,1.0,-5.936,144.361,4.0,0.0496,0.265
5044,0.822,0.567,192480.0,0.311,0.23,2.0,0.11,0.0,-14.464,83.11,4.0,0.0455,0.478
5045,0.157,0.709,251860.0,0.362,0.0,11.0,0.109,1.0,-9.814,122.043,4.0,0.055,0.113
5046,0.835,0.609,233720.0,0.378,0.0,4.0,0.28,1.0,-9.828,100.418,4.0,0.438,0.515
5047,0.284,0.534,222000.0,0.919,0.591,7.0,0.092,1.0,-7.318,130.03,4.0,0.0355,0.153
5048,0.0467,0.576,220013.0,0.593,0.000767,9.0,0.237,0.0,-6.024,157.993,4.0,0.0306,0.373
5049,0.62,0.697,320400.0,0.235,0.000144,7.0,0.107,1.0,-8.651,99.947,4.0,0.0534,0.378
5050,0.482,0.372,348853.0,0.478,0.0,7.0,0.0844,0.0,-9.835,101.102,4.0,0.0503,0.254
5051,0.0151,0.752,206880.0,0.754,0.0,1.0,0.0486,1.0,-6.684,149.789,4.0,0.0615,0.755
5052,0.528,0.331,285935.0,0.341,0.0,9.0,0.109,0.0,-6.057,109.821,4.0,0.0309,0.152
5053,0.00256,0.618,196693.0,0.717,0.0,7.0,0.625,1.0,-5.738,190.05,4.0,0.318,0.603
5054,0.369,0.689,229526.0,0.481,1.03e-06,10.0,0.0649,1.0,-7.503,80.025,4.0,0.0815,0.283
5055,0.4,0.63,225053.0,0.53,0.0,0.0,0.177,1.0,-7.259,108.038,3.0,0.0434,0.417
5056,0.0149,0.486,232368.0,0.616,0.0,0.0,0.356,1.0,-6.9,132.151,4.0,0.277,0.601
5057,0.211,0.491,258267.0,0.693,6.92e-06,0.0,0.325,0.0,-6.487,90.027,4.0,0.0377,0.412
5058,0.0215,0.688,192191.0,0.702,0.0,7.0,0.128,0.0,-4.792,94.006,4.0,0.0499,0.74
5059,0.00996,0.394,260987.0,0.661,0.0,4.0,0.343,1.0,-8.684,149.818,4.0,0.192,0.335
5060,0.00538,0.797,169320.0,0.516,0.438,1.0,0.0728,1.0,-6.286,109.993,4.0,0.0832,0.0478
5061,0.122,0.694,152137.0,0.684,0.0,7.0,0.113,1.0,-5.276,100.951,4.0,0.0599,0.334
5062,0.0764,0.718,207027.0,0.422,0.0,4.0,0.17,0.0,-9.115,144.678,4.0,0.0621,0.455
5063,0.56,0.811,226073.0,0.266,1.05e-06,7.0,0.0962,1.0,-12.478,130.044,4.0,0.0406,0.211
5064,0.00425,0.531,155016.0,0.469,0.0116,9.0,0.326,0.0,-8.787,185.738,3.0,0.137,0.346
5065,0.392,0.856,266840.0,0.527,0.0,2.0,0.11,1.0,-5.225,98.052,4.0,0.0997,0.386
5066,0.0796,0.505,235653.0,0.68,0.0,7.0,0.0465,1.0,-4.993,168.022,3.0,0.0714,0.539
5067,0.875,0.582,188238.0,0.272,0.0,2.0,0.13,1.0,-5.662,205.846,4.0,0.0501,0.354
5068,0.00967,0.642,253200.0,0.762,5.72e-05,6.0,0.182,1.0,-7.411,113.038,4.0,0.0296,0.605
5069,0.275,0.638,219712.0,0.526,0.0,7.0,0.462,1.0,-8.401,139.054,4.0,0.131,0.301
5070,0.131,0.245,255133.0,0.64,8.11e-06,2.0,0.0766,0.0,-7.426,135.739,4.0,0.0608,0.105
5071,0.0797,0.654,200787.0,0.76,0.0,0.0,0.299,0.0,-3.669,99.945,4.0,0.045,0.41
5072,0.533,0.815,268566.0,0.364,3.52e-05,2.0,0.108,1.0,-11.158,129.937,4.0,0.375,0.328
5073,0.194,0.598,238307.0,0.252,0.133,2.0,0.0992,1.0,-15.086,120.064,4.0,0.0644,0.0352
5074,0.0285,0.573,230240.0,0.739,0.0,0.0,0.111,1.0,-5.74,97.085,4.0,0.129,0.451
5075,0.912,0.582,193533.0,0.371,0.00784,2.0,0.108,0.0,-9.585,128.756,4.0,0.028,0.163
5076,0.16,0.822,229667.0,0.362,0.0,2.0,0.313,1.0,-7.462,119.903,4.0,0.0411,0.159
5077,0.612,0.68,179867.0,0.729,0.0,5.0,0.224,1.0,-5.077,123.97,4.0,0.0475,0.446
5078,0.611,0.63,245172.0,0.5,4.04e-05,1.0,0.114,0.0,-8.755,144.871,4.0,0.0611,0.315
5079,0.346,0.849,206655.0,0.755,0.0,1.0,0.0564,0.0,-7.4,144.188,4.0,0.363,0.393
5080,0.00589,0.884,234693.0,0.657,0.0,6.0,0.154,0.0,-4.569,107.059,4.0,0.0977,0.489
5081,0.0404,0.394,239881.0,0.654,6.96e-05,3.0,0.112,1.0,-8.243,135.188,4.0,0.0346,0.264
5082,0.0197,0.399,216120.0,0.787,6.07e-05,1.0,0.0685,1.0,-2.88,117.089,5.0,0.0499,0.572
5083,0.00346,0.723,176561.0,0.809,0.00123,7.0,0.565,0.0,-3.081,98.007,4.0,0.0625,0.274
5084,0.00767,0.713,262693.0,0.526,0.000148,1.0,0.124,1.0,-5.046,131.05,4.0,0.032,0.131
5085,0.000561,0.452,230012.0,0.652,0.0,0.0,0.0948,0.0,-6.713,163.935,4.0,0.0282,0.64
5086,0.302,0.284,323960.0,0.803,0.0,2.0,0.242,0.0,-5.293,67.536,4.0,0.173,0.553
5087,0.0189,0.655,188493.0,0.632,0.0,2.0,0.0722,1.0,-4.802,120.113,4.0,0.0489,0.447
5088,0.0184,0.756,251467.0,0.674,0.0,0.0,0.158,0.0,-6.518,111.995,4.0,0.0959,0.389
5089,0.109,0.73,192120.0,0.703,0.0,0.0,0.0657,0.0,-5.672,138.113,4.0,0.0369,0.595
5090,0.00425,0.583,214740.0,0.61,0.000105,5.0,0.14,0.0,-5.639,114.06,4.0,0.0382,0.336
5091,0.38,0.747,181933.0,0.571,0.0,11.0,0.534,1.0,-7.916,172.104,4.0,0.478,0.553
5092,0.178,0.389,193547.0,0.665,0.000732,0.0,0.116,1.0,-6.169,117.055,4.0,0.0644,0.199
5093,0.0123,0.485,126960.0,0.72,0.0,6.0,0.0546,1.0,-5.991,207.982,4.0,0.127,0.0471
5094,0.889,0.591,271800.0,0.28,0.0,4.0,0.124,1.0,-5.494,141.916,4.0,0.0283,0.348
5095,0.813,0.127,96872.0,0.941,0.988,1.0,0.178,0.0,-16.083,82.144,3.0,0.0509,1e-05
5096,0.508,0.828,269143.0,0.66,0.403,6.0,0.0755,1.0,-9.669,113.45,4.0,0.0337,0.904
5097,0.697,0.571,205680.0,0.481,0.0,9.0,0.089,1.0,-7.179,113.753,4.0,0.0444,0.0807
5098,0.141,0.78,180560.0,0.68,1.2e-05,4.0,0.138,1.0,-6.081,118.026,4.0,0.0305,0.594
5099,0.53,0.756,176267.0,0.789,0.000711,2.0,0.157,1.0,-7.002,127.987,4.0,0.0324,0.873
5100,0.055,0.559,244333.0,0.301,0.00979,9.0,0.101,1.0,-9.066,116.123,3.0,0.0297,0.177
5101,0.392,0.47,225973.0,0.623,0.000439,0.0,0.0992,1.0,-5.655,77.861,4.0,0.0302,0.298
5102,0.00462,0.602,467587.0,0.881,0.0266,1.0,0.111,0.0,-5.875,125.012,4.0,0.0443,0.577
5103,0.7,0.688,240320.0,0.556,1.87e-06,6.0,0.108,1.0,-7.738,129.336,4.0,0.264,0.416
5104,0.381,0.518,199682.0,0.655,0.0,8.0,0.271,1.0,-6.255,156.992,4.0,0.0826,0.29
5105,0.0158,0.891,200080.0,0.486,3.78e-06,6.0,0.0925,1.0,-7.803,125.01,4.0,0.159,0.239
5106,0.665,0.635,240200.0,0.184,0.0,8.0,0.146,1.0,-10.785,128.424,4.0,0.0456,0.177
5107,0.317,0.727,197133.0,0.599,0.0,1.0,0.219,1.0,-6.941,167.909,3.0,0.327,0.386
5108,0.0144,0.526,195200.0,0.862,0.0597,2.0,0.229,1.0,-6.003,90.052,4.0,0.0905,0.528
5109,0.0559,0.852,205879.0,0.553,0.0,1.0,0.332,1.0,-7.286,142.079,4.0,0.187,0.656
5110,0.00131,0.616,189387.0,0.868,1.54e-06,2.0,0.671,1.0,-3.606,108.016,4.0,0.0699,0.475
5111,0.375,0.655,184227.0,0.782,0.0,1.0,0.317,1.0,-4.789,79.427,4.0,0.185,0.832
5112,0.0509,0.781,219306.0,0.728,1.94e-06,1.0,0.257,1.0,-4.981,102.99,4.0,0.0621,0.395
5113,0.513,0.67,173118.0,0.684,0.0103,2.0,0.126,1.0,-7.47,94.261,4.0,0.0242,0.852
5114,0.0398,0.874,143221.0,0.633,0.000106,5.0,0.0927,1.0,-8.214,123.994,4.0,0.0453,0.602
5115,0.679,0.355,259267.0,0.48,2.28e-06,11.0,0.12,1.0,-7.31,100.956,3.0,0.0282,0.137
5116,0.265,0.583,334333.0,0.454,0.0,1.0,0.181,0.0,-11.091,74.64,4.0,0.0425,0.309
5117,0.00855,0.893,170638.0,0.48,0.0,1.0,0.116,0.0,-3.728,86.976,4.0,0.356,0.382
5118,0.533,0.845,145636.0,0.452,0.000988,3.0,0.0623,0.0,-10.562,132.034,4.0,0.238,0.346
5119,0.0964,0.365,170067.0,0.851,0.003,4.0,0.238,0.0,-6.238,78.068,4.0,0.065,0.309
5120,0.491,0.641,136998.0,0.677,7.72e-05,6.0,0.185,1.0,-7.948,74.986,4.0,0.225,0.503
5121,0.33,0.578,295502.0,0.43,0.0,5.0,0.0854,0.0,-6.134,78.991,4.0,0.0305,0.288
5122,0.79,0.625,236027.0,0.319,0.104,6.0,0.0921,0.0,-12.119,127.799,4.0,0.0805,0.438
5123,0.0244,0.712,205000.0,0.807,0.000122,6.0,0.0905,1.0,-3.976,105.024,4.0,0.0297,0.936
5124,0.031,0.347,165674.0,0.758,0.000659,8.0,0.109,1.0,-7.753,117.959,4.0,0.0706,0.484
5125,0.0355,0.688,223079.0,0.533,3.48e-06,6.0,0.172,0.0,-8.363,164.069,4.0,0.0865,0.567
5126,0.223,0.731,199593.0,0.58,0.0,10.0,0.129,0.0,-7.328,119.997,4.0,0.0399,0.319
5127,0.0,0.0,73887.0,2.01e-05,0.0,5.0,0.0,1.0,-15.776,0.0,0.0,0.0,0.0
5128,0.31,0.579,230613.0,0.736,0.0,6.0,0.198,0.0,-3.863,127.999,4.0,0.0527,0.613
5129,0.00058,0.544,206903.0,0.96,1.99e-05,3.0,0.0531,0.0,-4.681,154.966,4.0,0.106,0.718
5130,0.319,0.574,179078.0,0.745,0.0,2.0,0.11,1.0,-6.663,154.042,4.0,0.0507,0.693
5131,0.22,0.725,231853.0,0.708,0.0,5.0,0.777,0.0,-5.331,130.029,4.0,0.0756,0.555
5132,0.0682,0.543,222413.0,0.75,0.0166,2.0,0.125,0.0,-7.071,88.107,4.0,0.0282,0.758
5133,0.0785,0.376,199453.0,0.821,0.0,0.0,0.0823,1.0,-3.974,120.462,4.0,0.104,0.331
5134,0.884,0.657,188947.0,0.368,0.00293,7.0,0.109,1.0,-9.978,116.221,4.0,0.0281,0.522
5135,0.0062,0.748,312240.0,0.733,0.0,11.0,0.329,0.0,-4.421,93.019,4.0,0.072,0.291
5136,0.205,0.589,179347.0,0.641,0.0,5.0,0.0864,1.0,-8.12,160.031,4.0,0.0838,0.57
5137,0.754,0.625,148453.0,0.667,0.954,1.0,0.135,1.0,-5.875,80.046,4.0,0.131,0.0805
5138,0.287,0.707,329228.0,0.593,0.0,5.0,0.15,0.0,-8.581,123.772,4.0,0.0949,0.478
5139,0.224,0.747,115392.0,0.32,0.89,4.0,0.0727,0.0,-15.49,121.032,4.0,0.0848,0.103
5140,0.59,0.845,205680.0,0.567,0.00142,5.0,0.0811,0.0,-8.118,125.02,4.0,0.0956,0.793
5141,0.0142,0.59,240439.0,0.833,5.4e-06,5.0,0.105,0.0,-6.503,94.963,4.0,0.0615,0.538
5142,0.000179,0.223,115413.0,0.805,0.814,8.0,0.0849,1.0,-8.969,168.165,4.0,0.037,0.25
5143,0.0435,0.713,226739.0,0.802,0.00377,4.0,0.309,1.0,-7.055,100.001,4.0,0.0561,0.343
5144,0.833,0.436,192168.0,0.17,0.00116,1.0,0.118,1.0,-9.549,100.135,4.0,0.344,0.188
5145,0.0598,0.647,230333.0,0.823,0.0,2.0,0.119,1.0,-5.231,99.933,4.0,0.0762,0.396
5146,0.214,0.51,270453.0,0.643,3.22e-06,0.0,0.101,1.0,-6.602,130.081,4.0,0.0485,0.0397
5147,0.159,0.536,107533.0,0.526,0.847,0.0,0.128,1.0,-9.754,167.608,4.0,0.181,0.434
5148,0.0161,0.568,201520.0,0.692,0.0,8.0,0.148,1.0,-4.513,92.023,4.0,0.0589,0.577
5149,0.0701,0.783,133747.0,0.494,0.578,1.0,0.123,1.0,-7.647,106.009,4.0,0.0522,0.038
5150,0.14,0.669,145413.0,0.593,0.0,7.0,0.119,1.0,-6.628,87.965,4.0,0.0406,0.281
5151,0.0262,0.706,214726.0,0.572,0.0,8.0,0.585,0.0,-5.799,139.982,4.0,0.0326,0.574
5152,0.015,0.427,334363.0,0.849,0.00373,7.0,0.153,1.0,-2.945,79.155,4.0,0.348,0.55
5153,0.058,0.716,204086.0,0.73,7.32e-06,6.0,0.151,0.0,-4.126,136.05,4.0,0.0364,0.339
5154,0.522,0.609,236738.0,0.435,0.0,11.0,0.118,0.0,-7.861,131.995,4.0,0.285,0.552
5155,0.0183,0.612,202173.0,0.921,0.0,7.0,0.0576,1.0,-2.882,139.988,4.0,0.085,0.446
