,Track_ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Mode,Loudness,Tempo,Time_signature,Speechiness,Valence
6600,1Xwh83YOFQARZ3QXscP123,58,0.346,0.417,188947.0,0.349,0.0,2.0,0.0963,1.0,-11.984,145.505,4.0,0.0285,0.198
6601,5J5PXmMdQ2nh1lZOal8KmK,61,0.0451,0.592,280615.0,0.701,0.0,10.0,0.327,0.0,-4.014,129.501,4.0,0.0858,0.282
6602,17Q87zeXgsAi9iQQbMu9v0,57,0.00354,0.594,202451.0,0.46,2.71e-05,1.0,0.147,1.0,-7.607,146.274,4.0,0.382,0.0541
6603,2QsgPaELC6ReFiKqNii8E4,57,0.256,0.683,191160.0,0.623,0.0,2.0,0.113,0.0,-5.859,154.058,4.0,0.0703,0.495
6604,6VBuV3fk37EGAqFbDVQjHv,56,0.0468,0.644,280790.0,0.754,2e-06,2.0,0.112,0.0,-6.567,90.014,4.0,0.0697,0.565
6605,5dI1yHSqgmilFEqpGbqxHh,60,0.246,0.535,324853.0,0.55,0.000105,4.0,0.124,1.0,-7.249,90.086,4.0,0.0229,0.619
6606,3ZJnc1eGicPxRitBoC7eWZ,60,0.909,0.283,97413.0,0.203,0.000661,2.0,0.11,1.0,-11.228,84.656,4.0,0.0342,0.18
6607,1V2K6ftpUhL9sLEoceuzoY,58,0.0129,0.618,218707.0,0.61,0.0,4.0,0.0821,1.0,-6.413,125.887,4.0,0.0517,0.595
6608,7j6OJzMIJL5JcFHyeSJZGV,58,0.308,0.684,100009.0,0.785,2.69e-05,11.0,0.15,1.0,-3.903,143.84,4.0,0.274,0.486
6609,0yTJtxZJ5VLfBEHhiNUNeY,59,0.00975,0.673,197427.0,0.789,0.0,0.0,0.752,1.0,-4.288,100.043,4.0,0.0408,0.841
6610,7DM4BPaS7uofFul3ywMe46,71,0.00431,0.663,259196.0,0.92,1.69e-05,11.0,0.101,0.0,-4.07,99.935,4.0,0.226,0.533
6611,6N3qHjcwly8ZuhE4bPYJAX,61,0.426,0.659,277297.0,0.295,6.95e-05,11.0,0.0795,0.0,-8.528,74.037,4.0,0.0322,0.36
6612,7satW8tFLasyZbftvrWFBP,60,0.0243,0.827,205867.0,0.575,0.0,7.0,0.0942,1.0,-6.769,120.97,4.0,0.253,0.467
6613,1knUACOt5yfNAYn7gnYQVt,65,0.522,0.623,224482.0,0.296,0.211,1.0,0.0801,1.0,-8.036,129.949,3.0,0.0311,0.158
6614,3YbtjYddK11NTDdUpC4nGp,57,0.0744,0.68,225395.0,0.878,0.0,8.0,0.137,0.0,-3.923,169.987,4.0,0.0554,0.769
6615,6WSBZroxQaO3FYEpT2ACFH,59,0.606,0.673,285520.0,0.61,0.0177,4.0,0.116,0.0,-8.386,152.062,4.0,0.191,0.759
6616,0M4yIKkXPQ8nwAhfxIA1Yu,62,0.0209,0.748,203027.0,0.355,1.65e-05,10.0,0.144,0.0,-6.544,78.021,4.0,0.121,0.115
6617,64EIMveqmS5vaCPuI31rFA,57,0.372,0.538,206582.0,0.646,0.0,8.0,0.324,1.0,-7.789,80.883,1.0,0.361,0.611
6618,4vcoNCrTtunmJ9q8srpVly,59,0.543,0.742,243509.0,0.289,4.57e-05,5.0,0.228,0.0,-7.833,147.986,4.0,0.115,0.71
6619,2yGNkkwU2iT0doFxkxhcXH,65,0.111,0.779,248120.0,0.445,5.44e-06,7.0,0.0992,1.0,-5.59,126.007,4.0,0.0329,0.642
6620,2id1xnRQloCopsF5IFRY15,59,0.198,0.806,222162.0,0.499,3.71e-05,9.0,0.0711,0.0,-7.245,148.033,4.0,0.151,0.402
6621,13b32GfUIo3BV93C8KtEdj,63,0.0056,0.535,193552.0,0.929,0.0,8.0,0.0925,1.0,-4.223,146.068,4.0,0.0958,0.649
6622,6fyFiyoywfLYikFDQuabmH,61,0.55,0.397,163512.0,0.248,0.00378,0.0,0.0954,1.0,-12.878,106.017,4.0,0.0326,0.0976
6623,7Gc9OoiYsUrByC8tzD7kYY,60,0.0403,0.618,195966.0,0.814,0.00236,2.0,0.263,1.0,-5.937,160.078,4.0,0.157,0.301
6624,77VHb191LLkpsYJTS2cgEc,62,0.175,0.733,126062.0,0.93,0.0133,11.0,0.0662,1.0,-5.772,139.927,4.0,0.139,0.691
6625,6MDijuuArPJv1vbp7K1x3f,60,0.04,0.688,212147.0,0.847,2.81e-06,10.0,0.598,0.0,-3.238,93.979,4.0,0.0508,0.453
6626,1I6pKIyaBp4OebTGLJpCCC,64,0.0145,0.853,210053.0,0.871,6.84e-05,8.0,0.198,1.0,-3.715,124.021,4.0,0.0851,0.863
6627,2YgtXx9OVBOzja9Fckb4FY,58,0.0832,0.492,232379.0,0.656,0.0,9.0,0.202,1.0,-7.361,147.948,3.0,0.0365,0.358
6628,3DR6MSiWnmppbRWWrGsarE,62,0.257,0.768,190259.0,0.708,0.0,7.0,0.167,1.0,-5.101,116.952,4.0,0.0351,0.728
6629,3LmuxO8mh3wwIfRUqHJFFy,65,0.335,0.79,235703.0,0.45,0.0,8.0,0.125,0.0,-7.571,98.064,4.0,0.195,0.273
6630,48LwbDH7u5UMrsY3sjfjhe,56,0.252,0.748,172751.0,0.622,0.0,0.0,0.112,1.0,-4.518,91.77,4.0,0.225,0.667
6631,6A1otOgRcNpIs0eta8D4tb,62,0.195,0.776,293400.0,0.857,0.0,8.0,0.268,1.0,-5.397,100.006,4.0,0.0354,0.852
6632,5NuhZIx47GxB5DAXg8jWHN,58,0.0889,0.83,223074.0,0.5,0.000349,1.0,0.277,1.0,-6.597,140.009,4.0,0.0725,0.0491
6633,4V3BVJxfVsGTTMPvlqMVR2,59,0.698,0.734,165947.0,0.522,0.0,2.0,0.153,1.0,-7.935,183.977,3.0,0.213,0.91
6634,3CV4lFELdziNM1OnHU8nwz,63,0.924,0.335,239362.0,0.251,0.0,2.0,0.111,1.0,-6.225,153.298,3.0,0.0317,0.0863
6635,5LlsD7LdSMkGV4Iu0a2Zq0,66,0.000861,0.436,183093.0,0.85,0.74,2.0,0.128,1.0,-4.86,152.644,4.0,0.0617,0.537
6636,5FX89IUKm9QJT9ymrmyK4k,59,0.223,0.865,192029.0,0.472,5.39e-05,11.0,0.109,0.0,-7.359,130.011,4.0,0.237,0.843
6637,6XMYnm4OTEysN8blzqiCL9,57,0.331,0.787,212347.0,0.689,0.0,11.0,0.114,1.0,-5.617,90.528,4.0,0.319,0.779
6638,25gBSdeZ7qMplP2XsoXO1r,58,0.0766,0.804,260048.0,0.425,0.0,9.0,0.0964,0.0,-10.384,125.931,4.0,0.153,0.494
6639,02opp1cycqiFNDpLd2o1J3,60,0.191,0.442,207680.0,0.684,0.0,6.0,0.0725,0.0,-4.888,170.861,4.0,0.168,0.218
6640,2yr2HnFYl7XvqJk4fXoQBt,66,0.347,0.833,257333.0,0.515,0.00156,11.0,0.116,0.0,-5.0,97.007,4.0,0.0462,0.4
6641,62nhuooamoroYpJyqE0nLd,55,0.275,0.763,138013.0,0.61,2.71e-05,5.0,0.12,0.0,-8.094,121.031,4.0,0.0355,0.392
6642,7MdZQXUBijQxcBkYz4G1Z5,63,0.914,0.698,117495.0,0.193,0.937,1.0,0.0882,1.0,-15.01,84.03,4.0,0.0902,0.607
6643,3WWVDPjihd1VITBLF10nha,60,0.401,0.201,242480.0,0.684,1.46e-05,7.0,0.0954,1.0,-5.931,90.056,4.0,0.0389,0.131
6644,49fT6owWuknekShh9utsjv,61,0.563,0.811,147240.0,0.566,0.0,8.0,0.104,0.0,-6.033,100.224,4.0,0.517,0.169
6645,5k8LB57xOq8UUNVaKWSqrf,61,0.769,0.266,564166.0,0.678,9.37e-05,1.0,0.503,1.0,-12.364,83.434,4.0,0.508,0.201
6646,52cAkSzlq9EazltFspHw5W,56,0.2,0.633,218258.0,0.898,0.00373,8.0,0.35,0.0,-7.726,176.026,4.0,0.295,0.514
6647,7cTfKO6i6qBaO8DjWUplLM,61,0.00845,0.569,177040.0,0.623,0.000557,11.0,0.0959,0.0,-7.011,132.028,4.0,0.0458,0.297
6648,2Lk8XTulavagQOrYqFpGB8,57,0.252,0.519,174173.0,0.776,2.92e-05,7.0,0.157,1.0,-7.051,137.29,4.0,0.0309,0.653
6649,3W0Fvft7V7MtSftTrC8MSQ,58,0.434,0.532,235776.0,0.608,0.0,10.0,0.379,0.0,-8.227,82.862,4.0,0.358,0.502
6650,71lyUtIPCMAYjTwwwxy2jW,60,0.532,0.667,232571.0,0.523,2.12e-05,10.0,0.137,0.0,-9.477,143.934,4.0,0.329,0.409
6651,61QSuw5VlC0LTS8WMO356g,64,0.062,0.536,191942.0,0.721,0.0,10.0,0.824,0.0,-6.44,117.139,5.0,0.386,0.393
6652,5HJId22hZ2IvFnvNSy6ZbE,57,0.385,0.655,180360.0,0.768,0.000257,4.0,0.0733,1.0,-5.616,92.021,4.0,0.0365,0.431
6653,6zvsh5ev7zJ8gz96bfBnZx,56,0.00892,0.733,199307.0,0.602,0.0,1.0,0.0691,0.0,-7.144,140.006,3.0,0.28,0.308
6654,2ZHH9aoZjrqtFk1SX1dXy7,57,0.42,0.633,202360.0,0.412,3.57e-06,9.0,0.048,1.0,-7.339,102.215,3.0,0.0284,0.214
6655,211mktDmIq7g2Q4gBTXphj,65,0.653,0.607,183547.0,0.51,2.87e-06,9.0,0.0698,1.0,-5.146,155.226,3.0,0.0298,0.781
6656,1nMlHxWuPc5P9Y5nGvenlj,56,0.806,0.491,316440.0,0.299,0.0,11.0,0.188,1.0,-8.86,109.329,4.0,0.0317,0.265
6657,3Yh9lZcWyKrK9GjbhuS0hR,62,0.256,0.682,159736.0,0.919,0.0,0.0,0.442,0.0,-3.18,95.982,4.0,0.0875,0.535
6658,6oECOh5nAYmxz4EiYhjsPi,61,0.0897,0.747,187671.0,0.482,0.0,11.0,0.109,1.0,-8.472,105.085,4.0,0.131,0.716
6659,5qC17VMNoZdF2gAw28FtsV,56,0.872,0.742,91505.0,0.384,0.00305,10.0,0.132,1.0,-8.533,69.006,3.0,0.043,0.354
6660,0TQ9Hf5DwI9crGZSIlq445,59,0.0449,0.477,184747.0,0.728,0.0,8.0,0.101,1.0,-5.975,162.084,4.0,0.0337,0.613
6661,1ZreCbCSHpRcvqYpXlxnYC,63,0.000633,0.544,186945.0,0.742,0.000392,8.0,0.207,1.0,-5.117,96.012,4.0,0.0283,0.659
6662,7LOR8Rdc5n2EkduOXZeTp6,65,0.535,0.383,104151.0,0.563,3.22e-05,1.0,0.196,1.0,-9.648,158.512,3.0,0.255,0.584
6663,7c36pInnsI3DzAGDQcTW99,63,0.796,0.685,194963.0,0.443,6.94e-06,0.0,0.115,1.0,-7.463,136.958,3.0,0.0376,0.703
6664,0wIdpFIZqaKyscPAMSQ9wq,58,0.0167,0.644,246857.0,0.597,5.41e-05,6.0,0.112,0.0,-8.305,139.969,4.0,0.206,0.341
6665,1obisQNOcikRvTdStbW3pG,60,0.00939,0.665,169027.0,0.875,0.0,1.0,0.0897,1.0,-4.272,122.008,4.0,0.0426,0.66
6666,2v8U44KvrynuXjgMiIzzMM,58,0.961,0.448,87920.0,0.335,0.0381,1.0,0.0945,1.0,-9.902,125.243,4.0,0.0487,0.228
6667,1Nl0nKMX15Q3c1CS5E3DSM,57,0.0633,0.618,210667.0,0.772,0.000221,9.0,0.0815,1.0,-4.673,111.741,4.0,0.0437,0.755
6668,2JNqLKnqJejNzrmRLNFNFL,69,0.373,0.762,223560.0,0.862,0.0,6.0,0.836,1.0,-3.706,102.84,4.0,0.0996,0.95
6669,7BxJz17EyAHjZlHEEqrtm6,59,0.00329,0.488,282126.0,0.68,0.398,2.0,0.144,0.0,-8.143,139.984,4.0,0.0328,0.64
6670,2zMXH5k5NZy1Nw460bLvRh,56,0.0615,0.571,206320.0,0.903,1.23e-06,7.0,0.186,1.0,-2.184,127.951,4.0,0.214,0.477
6671,2aQwdBWk4vSPWk1Csgtzdo,59,0.517,0.724,207214.0,0.843,0.0,3.0,0.12,0.0,-6.74,152.043,4.0,0.0617,0.811
6672,2rizacJSyD9S1IQUxUxnsK,69,0.097,0.662,194080.0,0.586,0.00272,0.0,0.115,1.0,-8.821,90.0,4.0,0.0307,0.296
6673,33zbOXJSwW7uf4VXXWow2O,61,0.0661,0.585,201263.0,0.737,0.0,4.0,0.0904,0.0,-4.121,171.853,4.0,0.191,0.0497
6674,76c1AuZodByXM3X2k48wju,59,0.00173,0.42,250320.0,0.901,0.0,7.0,0.366,1.0,-3.857,145.965,4.0,0.0955,0.74
6675,2qtoRFCOEL1gRn5q9DJC7F,61,0.413,0.669,78743.0,0.749,0.0,7.0,0.0848,0.0,-6.811,80.169,4.0,0.141,0.608
6676,3734uAibGyPgZEABdWFVtM,64,0.129,0.738,223504.0,0.684,6.4e-06,0.0,0.266,1.0,-5.55,90.01,4.0,0.0343,0.841
6677,6s3GEN8wK0OMzzzZbXj0fu,67,0.00868,0.565,212647.0,0.849,4.68e-06,0.0,0.12,0.0,-3.516,102.034,4.0,0.0517,0.427
6678,5DLTuH4A5VZB2HKpqHQR6t,61,0.565,0.743,194333.0,0.662,0.0,5.0,0.128,0.0,-6.108,89.975,4.0,0.179,0.552
6679,4Qtw0HNKSbIRT5sWUnbRXc,56,0.101,0.568,240280.0,0.562,6.16e-05,9.0,0.363,1.0,-7.775,133.647,4.0,0.0418,0.247
6680,2UKgx2oba7CltHLACr3xdT,62,0.00165,0.577,70771.0,0.647,0.806,2.0,0.154,1.0,-7.647,160.987,4.0,0.0569,0.236
6681,6HL4B6ogVUeovbei4XUcrn,61,0.669,0.836,211173.0,0.745,0.0,5.0,0.0877,1.0,-6.002,115.184,3.0,0.192,0.895
6682,4izXmYE9U6clkv5uAyVEN7,61,0.249,0.867,83291.0,0.729,0.0,1.0,0.0802,1.0,-6.616,120.129,4.0,0.0373,0.793
6683,01Ch5LzVStxCFPKkT1xg6k,60,0.0859,0.733,222318.0,0.578,1.19e-06,0.0,0.403,0.0,-5.245,142.028,4.0,0.0417,0.447
6684,3LTwMQ9kkn5VVhP3jipBlR,67,0.148,0.566,216063.0,0.475,0.0,0.0,0.139,0.0,-5.556,136.442,4.0,0.089,0.335
6685,4aXit1CKxL80R1qruHns8h,65,0.271,0.528,271413.0,0.41,2.73e-05,8.0,0.157,1.0,-11.973,99.994,4.0,0.0749,0.0653
6686,3uSSjnDMmoyERaAK9KvpJR,60,0.284,0.616,200223.0,0.243,0.149,9.0,0.264,1.0,-13.975,183.948,4.0,0.103,0.56
6687,1yYUIjT3bZ9RB9vejqYy9f,56,0.0101,0.396,341080.0,0.521,0.0,2.0,0.884,1.0,-7.093,135.742,4.0,0.0312,0.126
6688,3gxNkvcP8scSzL6mGznTn3,67,0.023,0.35,226161.0,0.498,1.99e-06,3.0,0.269,1.0,-6.589,142.803,4.0,0.0332,0.34
6689,7JnorPtXApoUw2AuJUGLY1,57,0.097,0.646,179360.0,0.882,0.0,4.0,0.311,0.0,-3.77,101.997,4.0,0.0371,0.544
6690,6BskTMfDjXVzeqQHOau5Vi,68,0.04,0.606,171803.0,0.815,0.0,5.0,0.119,0.0,-3.818,88.054,4.0,0.232,0.386
6691,0pxNyJJiL2zZZ5GgJ4JhsQ,62,0.0433,0.516,260440.0,0.637,3.89e-06,6.0,0.11,1.0,-8.832,138.011,4.0,0.0632,0.324
6692,60fUDmIWuKhngaeBIVhqIV,64,9.59e-05,0.513,269533.0,0.88,0.00614,7.0,0.0824,0.0,-4.69,92.358,4.0,0.0309,0.495
6693,5UShsJdqJLZkl5JNj1ITlP,59,0.000715,0.475,116413.0,0.776,0.0,0.0,0.597,1.0,-4.745,165.088,4.0,0.039,0.561
6694,5vgdeMt4uKUN2BeltZjoDh,56,0.222,0.776,180027.0,0.707,0.0,5.0,0.0852,0.0,-4.073,99.953,4.0,0.175,0.863
6695,6MExehlWTF49eRhXAXRpB1,57,0.00429,0.426,266427.0,0.837,9.95e-05,9.0,0.0949,1.0,-7.21,172.007,4.0,0.0448,0.37
6696,59RNdFA4oFNIvTIvaBxqgQ,56,0.53,0.792,293067.0,0.662,0.0012,8.0,0.0598,1.0,-6.516,117.012,4.0,0.0356,0.863
6697,4iCKHGl4ij4YMwFrUZLGEQ,58,0.0837,0.647,224762.0,0.879,1.98e-06,7.0,0.538,1.0,-0.93,126.042,4.0,0.0831,0.427
6698,7vptmeNwSEVkcwDdqk7UQO,62,0.777,0.762,218211.0,0.503,0.17,9.0,0.115,0.0,-9.397,96.999,4.0,0.0308,0.558
6699,75hwtYcghca6YKW4i6C6fP,59,0.218,0.537,374653.0,0.414,2.1e-06,2.0,0.103,1.0,-7.952,117.101,4.0,0.0404,0.459
6700,4VJ7mnW4wjjIgPBM6KWvPu,55,0.0173,0.412,325615.0,0.548,0.0,10.0,0.181,1.0,-6.981,81.293,4.0,0.243,0.176
6701,27BgDmciSjoxTG0almHTpZ,62,0.052,0.711,223293.0,0.807,0.0,7.0,0.214,0.0,-5.052,116.971,4.0,0.0608,0.698
6702,3uG9Vlu26R6njg2GAutQNA,56,0.956,0.491,186627.0,0.33,2.8e-06,5.0,0.091,1.0,-9.504,140.045,3.0,0.029,0.145
6703,1VGeAuxojwsxwvtv610PQX,62,0.654,0.583,169373.0,0.345,0.0,8.0,0.0899,1.0,-7.427,185.095,3.0,0.0399,0.818
6704,6XQHlsNu6so4PdglFkJQRJ,64,0.899,0.492,149707.0,0.116,1.93e-06,2.0,0.0889,0.0,-15.15,111.787,4.0,0.0379,0.434
6705,4NxUuupOGPquDhy1yFIZK3,58,0.24,0.687,193695.0,0.748,0.0,3.0,0.373,1.0,-4.54,88.944,4.0,0.0785,0.872
6706,72f7jNxopSGvbx3M35i3Zl,56,0.0688,0.694,221600.0,0.779,3.99e-06,0.0,0.0803,1.0,-6.984,84.975,4.0,0.071,0.594
6707,0M6ubxqeWNNB6RgeobpaV2,65,0.461,0.812,223999.0,0.759,1.97e-05,0.0,0.0848,1.0,-5.6,121.503,3.0,0.0501,0.845
6708,5lr877wwUsB8inLGywHKxa,69,0.15,0.761,300188.0,0.551,1.15e-06,1.0,0.0768,0.0,-7.034,129.972,4.0,0.103,0.351
6709,0B0tYbVp7pDQAqKDhgMeaL,65,0.0389,0.587,281827.0,0.63,0.0,2.0,0.35,1.0,-6.054,76.97,4.0,0.0311,0.433
6710,1Uq3IOIy1CUlHUgP6vWpum,57,0.257,0.705,226494.0,0.453,0.0,3.0,0.143,1.0,-8.174,124.942,4.0,0.196,0.283
6711,1UyLFPOIG7E1OfamPQLOfD,58,0.126,0.764,227880.0,0.525,0.000545,4.0,0.116,0.0,-7.486,137.984,4.0,0.181,0.136
6712,1V3eyBz3pfkn9lBOlfle4x,57,0.718,0.373,236200.0,0.506,1.03e-06,0.0,0.118,0.0,-5.404,157.742,3.0,0.0273,0.123
6713,6T38YYdc9GkLO07TRI3li2,58,0.000298,0.48,215000.0,0.955,0.0107,9.0,0.477,1.0,-3.702,155.019,4.0,0.0395,0.658
6714,2WHctubxf8LzrGr62cLz3d,67,0.0225,0.788,232560.0,0.735,0.0,10.0,0.0427,0.0,-7.171,94.004,4.0,0.0433,0.399
6715,25GlFJq5QNAXyVgJvCZ4Mf,59,0.173,0.685,312360.0,0.545,1.44e-05,7.0,0.237,1.0,-6.189,94.061,4.0,0.061,0.506
6716,5GFb9XV4WnIQZ3H6dr9lbd,64,0.269,0.52,145560.0,0.748,0.0,8.0,0.117,0.0,-5.222,82.206,4.0,0.0901,0.596
6717,5pD6DyYeglUby2x5CXrqfA,56,0.664,0.57,164539.0,0.435,0.000884,11.0,0.13,0.0,-6.539,83.255,4.0,0.0336,0.569
6718,3MWlVSkoLS1e66nlZ2tuWJ,58,0.536,0.595,127880.0,0.416,0.0,10.0,0.293,0.0,-10.957,74.556,4.0,0.0366,0.185
6719,66deoxrDAEK7Qg1p0Vioxe,65,0.699,0.366,185747.0,0.327,0.363,7.0,0.0759,1.0,-15.603,116.66,4.0,0.0344,0.066
6720,5w1vhNA2OEWUQ371QzyMmM,59,0.00243,0.791,259072.0,0.634,5.43e-05,1.0,0.0812,0.0,-7.684,152.961,4.0,0.0639,0.323
6721,5DIGt883aHs3KqWSziy4gR,61,0.171,0.644,112879.0,0.401,0.0,7.0,0.132,1.0,-6.782,95.354,4.0,0.0403,0.459
6722,63Q9hAFTga7rqYRrAhwIyR,59,0.339,0.552,236810.0,0.692,0.0,9.0,0.104,1.0,-5.54,144.666,4.0,0.0593,0.543
6723,28luqgS4NCuFKP6YSOtia5,62,0.123,0.73,173785.0,0.422,0.00292,5.0,0.105,0.0,-6.211,118.427,4.0,0.0678,0.505
6724,08yLUqguQT35Gq0hMVqXs1,59,0.274,0.511,173947.0,0.822,5.38e-06,7.0,0.125,1.0,-7.064,80.028,4.0,0.0616,0.343
6725,1Jt7MTekLEgU6NKj0e1kAB,56,0.276,0.626,203880.0,0.739,0.0,8.0,0.116,1.0,-3.722,135.851,4.0,0.0318,0.504
6726,1Pw5C4N6Fn5E4mGCxmbbVa,67,0.693,0.4,211240.0,0.564,0.0,10.0,0.0863,1.0,-7.444,99.269,4.0,0.0523,0.483
6727,456xBIOmLRoLzCvCzZrWge,67,0.531,0.689,205600.0,0.675,3.17e-06,0.0,0.115,1.0,-4.281,180.065,4.0,0.32,0.604
6728,1nbFaXgi6FVywm9BN4UmUt,55,0.126,0.771,199303.0,0.824,0.0,2.0,0.106,1.0,-6.401,115.99,4.0,0.184,0.31
6729,3s0h3pyKFrS3XX6ZLBPx6s,58,0.498,0.331,255173.0,0.427,0.0,3.0,0.108,1.0,-7.431,157.938,3.0,0.0302,0.141
6730,4jmLj7bALZTQoe93dT623W,62,0.457,0.488,247055.0,0.528,0.000792,0.0,0.108,0.0,-5.952,79.765,4.0,0.0298,0.438
6731,6b3b7lILUJqXcp6w9wNQSm,67,0.0561,0.592,224813.0,0.8,2.01e-06,6.0,0.0775,0.0,-4.931,89.972,4.0,0.215,0.728
6732,1HYzRuWjmS9LXCkdVHi25K,72,0.431,0.558,192441.0,0.526,0.0,0.0,0.126,0.0,-4.686,124.709,4.0,0.033,0.202
6733,1e7c8gV3mxz1s4J3l563h5,63,0.943,0.393,152866.0,0.142,0.0,5.0,0.106,1.0,-14.368,126.177,4.0,0.0369,0.278
6734,3OXpdrHLT4IqM76RajgM6Q,61,0.601,0.484,338333.0,0.444,0.0,4.0,0.238,0.0,-6.935,144.21,4.0,0.0636,0.226
6735,1Kxap8UbrmlXcgKBuCysNg,65,0.451,0.841,97240.0,0.639,0.0,7.0,0.0626,1.0,-5.908,119.95,4.0,0.0694,0.982
6736,29GNq0bPjVrqpISQGwj8Yx,59,0.27,0.73,130173.0,0.804,5.45e-05,11.0,0.0699,1.0,-7.183,137.899,4.0,0.0636,0.897
6737,2cls4groLeYT1zmlXN1pO2,59,0.126,0.621,163453.0,0.727,0.0,4.0,0.204,1.0,-5.529,112.067,4.0,0.0943,0.636
6738,3CtphwpjC0XjIVpLFvGiQR,61,0.0252,0.384,246267.0,0.735,2.76e-05,7.0,0.114,1.0,-6.522,137.834,4.0,0.0317,0.312
6739,4Q2xPu7B9e3PDnIUMXHw29,60,0.529,0.805,151903.0,0.452,0.0,5.0,0.0907,1.0,-6.21,100.99,3.0,0.0398,0.969
6740,7GbUWl6qLW1gdngbEV2WDJ,66,0.0066,0.618,221341.0,0.76,0.0,6.0,0.127,1.0,-4.312,150.0,4.0,0.0596,0.541
6741,0uRHot8ml8U8cYVwwzMwNT,67,0.0759,0.841,186976.0,0.694,0.0,7.0,0.102,0.0,-5.114,90.034,4.0,0.0937,0.83
6742,7MTIDmToGs0I5Oue9V0CHl,60,0.214,0.497,197120.0,0.507,4.79e-06,5.0,0.0948,0.0,-8.075,119.432,4.0,0.0585,0.192
6743,3dI59jLoFMjMAyUAyRZnkE,67,0.0167,0.69,220178.0,0.843,0.0,1.0,0.346,1.0,-2.949,135.01,4.0,0.0534,0.428
6744,7zBPzAjKAqQpcv8F8GCq5s,57,0.0542,0.779,153429.0,0.455,0.0,1.0,0.177,1.0,-15.025,140.181,4.0,0.28,0.197
6745,6FHUBs8P5qcjpj7C2QHdEq,58,0.337,0.271,51933.0,0.405,0.123,2.0,0.165,1.0,-10.839,109.041,5.0,0.0379,0.188
6746,5kqYb2BfP8RCXSykEIzfqA,61,5.79e-05,0.646,126827.0,0.647,0.0,1.0,0.0417,1.0,-4.476,155.111,4.0,0.0837,0.758
6747,4t5Zj9I7WDYFaYlSif13lV,58,0.509,0.436,245619.0,0.306,0.0,11.0,0.591,0.0,-11.337,95.337,5.0,0.0886,0.355
6748,6D2tzc8kRnZb7P1lNwMBLH,63,0.895,0.494,223213.0,0.17,0.0,10.0,0.139,1.0,-11.368,80.098,4.0,0.0337,0.145
6749,3GSMdtJphymHEsR8K9jT5Q,75,0.072,0.724,177600.0,0.646,0.000157,10.0,0.0923,1.0,-6.475,112.019,4.0,0.0352,0.957
6750,7HytU9V8vMCUayply0lYBq,57,0.519,0.61,214413.0,0.641,0.0,9.0,0.902,0.0,-4.352,67.413,4.0,0.268,0.852
6751,6ee2ezCrbtoGUMwVJ9qTvM,60,0.0964,0.532,198627.0,0.422,0.000251,10.0,0.0955,1.0,-8.512,125.013,4.0,0.0443,0.114
6752,48vr34351V9Sz1QVxmbYNf,57,0.000411,0.505,221960.0,0.987,0.0,3.0,0.365,0.0,-2.154,138.077,4.0,0.0673,0.581
6753,3EmNjy3zFszmAOCikiKxCd,56,0.00216,0.542,221827.0,0.838,2.05e-06,6.0,0.0829,1.0,-5.198,106.044,4.0,0.0392,0.423
6754,3tP6QKbXvtrxiDI7QwKyUf,70,0.551,0.63,230323.0,0.432,5.84e-06,1.0,0.0962,1.0,-6.721,87.959,4.0,0.0357,0.343
6755,5irqvOUbWsUefjZ8KPSQ66,59,0.0886,0.723,252893.0,0.471,0.000881,10.0,0.112,1.0,-9.506,121.962,4.0,0.122,0.135
6756,3SkKLZFgKIY0DKX5Vro5jV,56,0.269,0.59,315599.0,0.697,9.86e-05,1.0,0.0881,0.0,-5.877,146.059,4.0,0.0291,0.497
6757,1IdZvb2XK8NmsovQlV6CPn,61,0.985,0.746,86944.0,0.429,0.0,7.0,0.149,1.0,-11.143,88.413,3.0,0.494,0.932
6758,5OpjJ9qy54D3PzQJ1s4Q9X,56,0.471,0.495,243800.0,0.71,0.0,0.0,0.0703,1.0,-3.941,90.024,4.0,0.0288,0.319
6759,7myke8Id4WyKFlWcRBJdIF,56,1.15e-05,0.13,191332.0,0.991,0.00412,11.0,0.225,1.0,-3.126,185.364,4.0,0.0604,0.505
6760,3VeuvRWfJLSOzeVPrgi5MR,58,0.0717,0.816,150133.0,0.433,1.42e-05,6.0,0.12,1.0,-6.372,129.852,4.0,0.177,0.713
6761,3hWfKBt3n7j1xqIy6LA5ve,67,0.00561,0.653,198095.0,0.945,0.915,5.0,0.439,1.0,-2.634,126.093,4.0,0.096,0.326
6762,1Fy64jklSy06F9KuP4zHIs,57,0.00766,0.761,110395.0,0.684,0.0,1.0,0.117,1.0,-8.797,87.017,4.0,0.0821,0.184
6763,1MNdfH2KC5LdEde3JPJ513,56,0.0855,0.776,218201.0,0.537,0.0,1.0,0.103,0.0,-7.604,153.06,4.0,0.197,0.238
6764,1fdCURJWeim1ca2kSlh6Wb,59,0.0277,0.656,131318.0,0.347,0.00122,1.0,0.108,1.0,-9.849,75.0,3.0,0.0357,0.117
6765,5e574bhjycX1eH2l4Auage,59,0.00163,0.676,220427.0,0.432,3.84e-06,1.0,0.0799,1.0,-9.51,145.869,4.0,0.502,0.12
6766,0iizrCBnUUJuAwCPJaWWY0,59,0.463,0.689,174867.0,0.735,0.0,7.0,0.103,0.0,-7.26,117.171,4.0,0.327,0.736
