,Track_ID,Popularity,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Mode,Loudness,Tempo,Time_signature,Speechiness,Valence
2788,6QbbxQtijqLfUV90Vlm1Xh,51,0.053,0.479,237199.0,0.893,0.0,3.0,0.0791,1.0,-4.134,124.062,4.0,0.0476,0.398
2789,1zZIGnXIcDKU8QIUkR20nK,54,0.000624,0.718,227787.0,0.776,5.3e-06,7.0,0.207,0.0,-5.208,120.015,4.0,0.0693,0.622
2790,3eRZZ4d2RJSqFKzP7tSdFE,50,0.209,0.18,286253.0,0.636,0.000133,4.0,0.217,0.0,-6.591,75.632,3.0,0.0438,0.39
2791,5Q5ArHcJlRcWLZMRBRN4sX,59,0.0155,0.498,299600.0,0.655,0.0,6.0,0.114,1.0,-6.576,146.874,4.0,0.035,0.158
2792,6bszrPfNNPOKyJStfJ4stu,66,0.277,0.471,238413.0,0.526,0.0,3.0,0.13,1.0,-5.065,143.64,4.0,0.0299,0.169
2793,1feH81BVs89SplmcJzuh1F,59,0.0265,0.52,156000.0,0.983,0.0,0.0,0.32,1.0,-1.415,149.033,4.0,0.0703,0.62
2794,2gXwMixw0voLNVxPr4Ja6v,52,0.0231,0.401,222547.0,0.698,0.0,4.0,0.149,1.0,-6.321,166.373,4.0,0.0393,0.347
2795,3fzJcLWDgzx4l1tTdkAxYd,52,0.755,0.642,186960.0,0.221,0.0,9.0,0.087,1.0,-11.3,171.741,4.0,0.11,0.761
2796,6D0QtayzCNVKoIZ8IX2npw,51,0.0272,0.412,218507.0,0.864,0.0,5.0,0.0808,1.0,-3.65,113.23,5.0,0.13,0.719
2797,4wR1PmSCcxNMjP9koGWWd8,53,0.107,0.701,198520.0,0.705,0.0202,8.0,0.0542,1.0,-6.964,101.284,3.0,0.0433,0.813
2798,1Q6h73UKeNO0AtA1TRS3tL,60,0.000398,0.482,206748.0,0.966,0.0,2.0,0.312,1.0,-2.348,160.038,4.0,0.0655,0.572
2799,2aINzDy1Kn9chykMSfCyAm,52,0.131,0.483,166286.0,0.887,0.00266,7.0,0.0913,1.0,-6.268,140.013,4.0,0.0401,0.268
2800,46odp6vkKYlv0fPdRhdk1Y,50,0.905,0.735,311373.0,0.11,0.000101,7.0,0.104,1.0,-13.814,130.106,4.0,0.0516,0.288
2801,6s7sq2Quh4TxHRfdk6eFxk,51,0.181,0.432,215933.0,0.496,0.000783,0.0,0.0739,1.0,-6.918,140.262,4.0,0.0274,0.17
2802,2W2mcZJZ250M9fSk0S1hKA,62,0.517,0.831,214467.0,0.449,0.000109,3.0,0.0599,1.0,-5.251,109.989,4.0,0.0335,0.766
2803,1yhDPgIPGoe3Bf8wRsK4u7,55,0.693,0.565,260093.0,0.446,0.0,0.0,0.469,0.0,-9.26,140.121,4.0,0.0531,0.266
2804,0EJGgmA2uxiasDM5DmDKL1,57,0.934,0.282,264827.0,0.101,5.05e-05,7.0,0.159,1.0,-14.657,83.13,4.0,0.0315,0.141
2805,2UZ8JJZjOBXBCNpYg6ZFYm,50,0.823,0.564,192293.0,0.237,0.000477,5.0,0.0905,1.0,-18.762,137.613,4.0,0.0499,0.625
2806,1FmF8pmIiLEGNNWFdlkhW3,51,0.000596,0.381,173613.0,0.92,0.653,9.0,0.402,1.0,-5.962,107.37,4.0,0.0323,0.215
2807,28OX5qT45GZBuu8CNKBOj6,51,0.049,0.668,181627.0,0.64,0.0,3.0,0.0675,0.0,-5.208,130.004,4.0,0.0888,0.259
2808,5b2aMqcSeAMlDptX6EjE7m,52,0.000637,0.674,185280.0,0.74,0.0,11.0,0.111,0.0,-4.517,143.998,4.0,0.0419,0.431
2809,4PouRT4KlI9TRHp45uMqdO,49,0.00959,0.658,323747.0,0.591,5.27e-06,9.0,0.325,1.0,-5.197,114.078,4.0,0.0309,0.326
2810,6XDSSxwOntlKPkE6wVzucb,52,0.019,0.761,246213.0,0.413,0.0,0.0,0.0829,1.0,-8.104,141.056,4.0,0.195,0.595
2811,4gEtNhWQB2XpivFLdpHwxc,53,0.0418,0.519,182453.0,0.659,0.0,6.0,0.0928,0.0,-5.615,90.671,5.0,0.294,0.694
2812,0tmQ3hHXa8MGwUKUm6rAyF,49,0.745,0.717,173200.0,0.109,0.0,2.0,0.495,1.0,-16.159,130.397,4.0,0.0642,0.289
2813,5RYTpsSI7op7UZznXWqhIP,55,0.355,0.656,287640.0,0.375,0.0069,0.0,0.279,1.0,-9.205,131.8,4.0,0.0248,0.313
2814,2SHnUyZq0zwmvRIl4WY77G,53,0.00413,0.663,290760.0,0.822,0.00318,9.0,0.234,1.0,-2.909,128.002,4.0,0.0557,0.567
2815,5YsZ99OX1aOyppre3Zwhnp,52,0.912,0.486,220092.0,0.22,0.444,10.0,0.137,1.0,-15.069,159.993,4.0,0.0289,0.188
2816,3iW3y326xuRpNVXzOMBZy5,55,0.775,0.357,59760.0,0.827,0.0213,11.0,0.493,0.0,-15.868,152.13,1.0,0.444,0.103
2817,44Tu2rpOsIlu69qrRZaahl,56,0.0854,0.666,229240.0,0.916,0.0,1.0,0.205,0.0,-3.709,131.951,4.0,0.299,0.751
2818,5lgqMorcT2crsPWiYlgec1,59,0.54,0.672,180067.0,0.388,0.0,0.0,0.223,1.0,-8.009,113.051,4.0,0.0315,0.552
2819,08f0fHqZigPgPHCfRjk8SC,50,0.273,0.299,221373.0,0.676,0.0,4.0,0.113,1.0,-3.187,167.498,3.0,0.051,0.298
2820,2BzPF9dX13wqEAo5a3XPR2,67,0.15,0.799,194400.0,0.93,7.82e-05,3.0,0.0181,0.0,-6.09,115.003,4.0,0.0578,0.971
2821,7s5UGKcydRmp8ljDCRheev,52,0.542,0.787,165300.0,0.785,8.42e-05,10.0,0.298,0.0,-6.201,94.028,4.0,0.237,0.896
2822,5pCqu0I33UR4UMjrJaAHCi,56,0.901,0.693,238000.0,0.205,0.0,4.0,0.103,1.0,-9.403,82.443,4.0,0.0276,0.237
2823,3aA5fk4c6a7e5HM4rJqkSF,51,0.787,0.578,228707.0,0.675,0.403,2.0,0.116,1.0,-9.208,147.947,4.0,0.03,0.281
2824,5m35eZzbh9hy7mGQHuPdHW,54,0.364,0.341,195587.0,0.381,0.0,7.0,0.15,0.0,-7.88,200.567,4.0,0.0416,0.817
2825,32wrcAmmrWqvf6nzBMrOK1,50,0.0207,0.673,195813.0,0.738,0.00509,9.0,0.103,0.0,-6.221,93.986,4.0,0.0305,0.681
2826,6Qj1WXW41Mn3Fh9V2sHphM,56,0.0893,0.635,189840.0,0.926,4.53e-06,0.0,0.0928,1.0,-5.589,100.048,4.0,0.151,0.761
2827,30raivfq7rSt5nKltiHfzG,58,0.211,0.705,228573.0,0.784,4.3e-06,2.0,0.0813,1.0,-4.351,104.98,4.0,0.0279,0.418
2828,1fZvvlfjgoqjz7HQKEfzyp,59,0.0118,0.614,182133.0,0.984,0.0,1.0,0.65,0.0,-2.419,142.002,4.0,0.0773,0.776
2829,3URt4lJQlANOstDBAWQJA7,55,0.887,0.361,168853.0,0.149,0.0,7.0,0.175,1.0,-12.066,107.607,3.0,0.0333,0.302
2830,55BiXEd58TxhBPGJ5tImyJ,51,0.877,0.612,320933.0,0.263,0.0,2.0,0.108,1.0,-7.438,119.848,4.0,0.0298,0.216
2831,4G8EhnfKvBQVlOJ4xXCHpQ,57,0.000732,0.299,258587.0,0.99,0.000405,6.0,0.165,1.0,-3.498,110.313,4.0,0.156,0.197
2832,1rMfDvE2C8ne8UZj847rKM,62,0.175,0.508,233440.0,0.825,0.00133,9.0,0.376,1.0,-9.627,100.548,4.0,0.0451,0.715
2833,0qJWmTaT1qvCq0brgx8k2P,50,0.0362,0.741,216293.0,0.6,0.0,1.0,0.0562,0.0,-5.792,109.233,4.0,0.0412,0.515
2834,3mXexrmtPJ1KdWN37rYePx,55,0.32,0.388,133760.0,0.63,0.0,9.0,0.0738,0.0,-6.292,145.931,4.0,0.0453,0.774
2835,6SOzNLaZF6gHGgh7qU56hE,52,0.0037,0.419,181907.0,0.906,0.00139,4.0,0.13,0.0,-4.464,174.062,4.0,0.0448,0.337
2836,2cnCYr5QgPJG0OJqYY4DGF,55,0.867,0.153,133160.0,0.0398,0.965,7.0,0.114,0.0,-31.174,85.367,4.0,0.0432,0.0373
2837,2Za7Yhteh4XcUXnNYxTIHH,61,0.842,0.481,231132.0,0.641,0.00454,7.0,0.134,1.0,-10.8,131.812,4.0,0.132,0.161
2838,1N5cFf4F9LNfov7GCGWpQc,56,0.959,0.24,227520.0,0.124,0.0237,7.0,0.103,1.0,-14.542,80.986,3.0,0.0308,0.113
2839,4EjdlRzIns3YulKVND2jr9,54,0.665,0.826,93807.0,0.689,0.0,2.0,0.157,1.0,-6.038,75.916,4.0,0.0329,0.955
2840,24mo8K6ZzBTB4YBS3OtZ0k,51,0.829,0.34,315102.0,0.18,0.0,6.0,0.108,1.0,-17.466,88.816,4.0,0.0404,0.256
2841,7cpHPzPgqKor6gv6nTkJ4R,50,0.636,0.586,229294.0,0.593,0.000131,6.0,0.115,1.0,-8.394,111.942,4.0,0.0329,0.668
2842,1GDrGx9VWaAgaekuddnLYq,50,0.0291,0.872,176093.0,0.699,0.000121,5.0,0.0639,0.0,-5.071,116.033,4.0,0.0349,0.934
2843,61nJplehv0WVUKMQX0pd8O,55,0.00235,0.61,242772.0,0.663,0.0,4.0,0.269,0.0,-5.871,120.027,4.0,0.0322,0.33
2844,2imwekOjGGEhx4pELNtJJq,56,0.34,0.775,146853.0,0.785,0.0,8.0,0.216,1.0,-4.912,101.641,4.0,0.0381,0.881
2845,4NVyCPbCkbmMEESIErpRXq,52,0.0451,0.696,208707.0,0.688,0.0,3.0,0.363,1.0,-5.002,122.026,4.0,0.0419,0.266
2846,5lYX9tp6KxYwPfnNGZpEE6,53,0.114,0.858,219080.0,0.656,0.0,6.0,0.141,0.0,-4.96,59.972,4.0,0.358,0.969
2847,4zT8i7GOELAUU1jDh7ZeMM,54,0.956,0.329,159520.0,0.101,0.0,0.0,0.382,1.0,-14.451,80.695,3.0,0.0339,0.227
2848,3ivRFlhGcpbODXYldHmPaP,55,0.394,0.964,66561.0,0.737,0.00017,0.0,0.0703,1.0,-5.866,116.044,4.0,0.0485,0.473
2849,3xFlC7hbHZdXEIVDjpCbTR,59,0.587,0.838,137000.0,0.625,9.5e-06,5.0,0.152,0.0,-6.582,119.978,3.0,0.0451,0.965
2850,0KbIwqCAHmXWu7hrszXY6j,64,0.0476,0.934,209413.0,0.562,1.31e-06,4.0,0.0608,0.0,-4.609,96.792,4.0,0.24,0.712
2851,2g6zbVqZvnc1dk6cYUhr5g,49,0.0159,0.738,228280.0,0.818,1.91e-05,1.0,0.235,1.0,-4.973,150.032,4.0,0.0392,0.489
2852,79QYGruWwuNp5EZ7ZCo7iJ,49,0.0513,0.647,299413.0,0.638,7.9e-06,7.0,0.0857,1.0,-6.95,128.129,4.0,0.0327,0.704
2853,2oQ7BMTdgpDl2SGXmap92X,51,0.259,0.538,253524.0,0.443,0.0,8.0,0.11,1.0,-12.197,133.352,4.0,0.189,0.325
2854,5kcE7pp02ezLZaUbbMv3Iq,64,0.0403,0.728,205640.0,0.858,4.09e-06,9.0,0.0241,1.0,-3.686,125.055,4.0,0.0609,0.591
2855,5zu4MAEQblGCaTrbXtfpb8,63,0.623,0.631,241627.0,0.372,0.0,9.0,0.0677,0.0,-8.545,104.956,4.0,0.0247,0.357
2856,3FHzMLL7hgeGdzLf6J6ajS,49,0.0498,0.556,214253.0,0.653,0.0,6.0,0.253,1.0,-3.096,69.992,4.0,0.027,0.401
2857,58rFzMvW9kxNwMtGTgBQoP,63,0.106,0.448,186813.0,0.784,0.000108,9.0,0.668,1.0,-3.686,136.245,4.0,0.0627,0.236
2858,4pumXxpvHcd4xcSfGn1GL9,52,0.0123,0.694,179360.0,0.758,0.0,7.0,0.0622,1.0,-4.091,137.026,4.0,0.0942,0.545
2859,3NRDLYyqIXja0UElvdzjkB,53,0.0169,0.738,368476.0,0.613,0.0493,6.0,0.0684,0.0,-6.001,127.988,4.0,0.403,0.407
2860,6NUr2TMn5nsaerT4tuHpFb,50,0.00763,0.308,314893.0,0.689,0.000562,2.0,0.225,1.0,-6.854,105.833,4.0,0.0502,0.384
2861,4qyalTRMRH5YuEntvvMvq0,49,0.00471,0.483,222707.0,0.548,2.01e-06,4.0,0.0997,1.0,-6.291,79.926,4.0,0.0254,0.217
2862,2gUwnJ5cpl40TSlqmjfqAC,51,0.114,0.584,215147.0,0.87,5.21e-06,10.0,0.108,1.0,-4.703,164.992,4.0,0.0351,0.852
2863,1s8tP3jP4GZcyHDsjvw218,50,0.477,0.572,216387.0,0.454,1.37e-05,3.0,0.0974,1.0,-10.286,140.182,4.0,0.0258,0.515
2864,4H0KLsPpr5atperrHGfz3x,55,0.00692,0.564,212986.0,0.846,0.00175,4.0,0.0452,0.0,-5.897,122.032,4.0,0.0437,0.696
2865,05BJQUM4bATKGFheqrC6CW,51,0.0619,0.581,283794.0,0.629,0.506,9.0,0.111,0.0,-7.56,146.328,4.0,0.055,0.63
2866,168wlfnWuhfvgfgeuz7vZO,53,0.000219,0.523,172573.0,0.886,0.0,7.0,0.124,1.0,-4.472,171.958,4.0,0.12,0.745
2867,7uUYUy2qLfev9ppNvFBHpX,64,0.104,0.842,193627.0,0.893,0.0,9.0,0.289,1.0,-4.277,121.035,4.0,0.0462,0.713
2868,5DG2SWW7kPgYqOY0Ex5Ssj,57,0.215,0.59,253521.0,0.754,2.05e-05,2.0,0.109,1.0,-4.705,99.937,4.0,0.0402,0.371
2869,4DyMuNzY7g9L3opq8Bgb1E,54,0.0724,0.688,213987.0,0.651,1.94e-05,4.0,0.326,1.0,-5.487,164.147,4.0,0.0368,0.936
2870,6MLiQIWMaTaaOB04R1VC0k,51,0.000869,0.361,139440.0,0.903,0.000716,7.0,0.866,1.0,-3.447,146.106,4.0,0.05,0.496
2871,2tCPIp83mRXvVTytTAf1W4,57,0.0461,0.743,207560.0,0.706,0.0,5.0,0.204,1.0,-5.728,77.989,4.0,0.0535,0.514
2872,4dtbA0yooUSB9wLisRuJby,52,0.0601,0.398,299933.0,0.724,0.00205,4.0,0.406,0.0,-5.566,160.068,4.0,0.0604,0.126
2873,2AqazcPtVXn7uhFIyInNNp,51,8.76e-05,0.73,243750.0,0.511,0.273,1.0,0.247,1.0,-5.198,128.025,4.0,0.0712,0.644
2874,5GiCmMmBYxmSMIsxhiomA3,50,0.00697,0.69,372107.0,0.614,0.65,7.0,0.127,1.0,-8.111,129.988,4.0,0.0299,0.735
2875,7APlp9ZOXPuv9CzONC68T8,59,0.0355,0.429,99093.0,0.929,0.0,0.0,0.824,0.0,-3.176,153.289,4.0,0.0754,0.497
2876,1UtGcsbiqHtzxaTe3OgvlG,51,0.00216,0.534,182107.0,0.797,0.0,2.0,0.0575,1.0,-5.444,179.981,4.0,0.145,0.72
2877,44psOy0D0SP8rcIiUgKgBs,51,8.39e-05,0.467,209187.0,0.794,0.00204,1.0,0.103,0.0,-6.174,162.435,4.0,0.0349,0.589
2878,0T64SYe5jQTQq57E6d94N3,53,0.0233,0.712,234160.0,0.499,0.77,11.0,0.101,1.0,-8.976,139.987,4.0,0.0768,0.255
2879,29EPImPtRiMHXONTJGMhip,51,4.62e-05,0.268,190642.0,0.915,0.199,1.0,0.0737,1.0,-5.21,75.921,4.0,0.0614,0.334
2880,0BPpBlrPuiFEzkQAAOAdez,50,0.175,0.384,202973.0,0.571,0.0,0.0,0.0811,1.0,-4.46,78.43,4.0,0.0531,0.351
2881,6z1frj1JhCZhgKzUZUNU31,51,0.314,0.57,220347.0,0.499,0.0,8.0,0.11,1.0,-6.512,147.875,4.0,0.0266,0.0866
2882,3vMIAawCfJdR6A86JGqLc5,49,0.628,0.467,290027.0,0.445,0.0,0.0,0.0798,0.0,-7.155,128.399,4.0,0.0448,0.344
2883,7vvIpJZye5cRR6De1LKM0m,49,0.035,0.505,298293.0,0.443,3.15e-06,2.0,0.0921,1.0,-7.039,94.069,4.0,0.0276,0.123
2884,2j9z9hejHzVbcRUyYM7PZ1,52,0.339,0.673,221000.0,0.654,8.86e-05,10.0,0.125,0.0,-8.929,92.005,4.0,0.0306,0.522
2885,0nuDQsDMhfnGkJsecQXSMl,50,0.307,0.643,182133.0,0.685,0.0,3.0,0.102,1.0,-6.697,143.95,4.0,0.0872,0.405
2886,24DxVB8mqpfbDPKi0AIGN1,54,0.189,0.892,174000.0,0.691,2.39e-05,3.0,0.0686,1.0,-7.51,115.231,4.0,0.0736,0.926
2887,7ayDPcMisPI8HpnVrQjcdE,49,0.0426,0.534,250347.0,0.933,0.0,9.0,0.196,1.0,-3.45,142.062,4.0,0.0437,0.583
2888,2zZTXtLqCsICzEcztKjn47,56,0.00145,0.714,282012.0,0.892,0.000817,11.0,0.0462,0.0,-5.342,134.997,4.0,0.0516,0.899
2889,70SkWedrjKzDgKrqHZwAf4,54,0.000296,0.493,252155.0,0.948,0.0,10.0,0.267,0.0,-4.18,146.526,4.0,0.0964,0.482
2890,3sMleqdCDalZ6xsAQe8xuY,60,0.26,0.85,197507.0,0.669,0.274,0.0,0.103,1.0,-5.46,112.966,4.0,0.047,0.914
2891,6ol4ZSifr7r3Lb2a9L5ZAB,49,0.0109,0.783,193467.0,0.584,2.91e-06,7.0,0.108,1.0,-6.572,120.031,4.0,0.0409,0.632
2892,0UcyrdirFfmpzEKQJ47Ixr,50,0.0752,0.527,329027.0,0.639,0.0,0.0,0.105,1.0,-6.828,148.015,3.0,0.0386,0.197
2893,3vFj4xuQTXHOuo6L0qGafv,53,0.708,0.494,486773.0,0.697,0.000405,7.0,0.0602,0.0,-7.232,107.669,4.0,0.309,0.344
2894,35rnR1gNLlnTB8pDHEHewB,49,0.15,0.557,232187.0,0.811,3.67e-06,3.0,0.0846,1.0,-6.263,170.866,4.0,0.107,0.928
2895,0pBLfQ5JBjh12H6DGZjMwM,51,0.00767,0.541,308360.0,0.982,0.000809,2.0,0.291,1.0,-4.908,104.035,4.0,0.106,0.723
2896,3smUHBHcUoOjqWRq9dfBDL,50,0.00439,0.515,245760.0,0.935,0.0,11.0,0.286,0.0,-3.523,139.07,4.0,0.0873,0.332
2897,0WFaQNCdmyONO7GIWL8mDZ,53,0.0381,0.16,315253.0,0.563,0.00297,5.0,0.147,1.0,-7.771,139.623,4.0,0.0492,0.0859
2898,4fiYSa6ln7h0scprgNEs0g,53,0.472,0.307,320027.0,0.625,0.000577,5.0,0.144,0.0,-8.983,180.467,3.0,0.062,0.183
2899,3YfS47QufnLDFA71FUsgCM,60,0.869,0.535,184787.0,0.225,1.57e-06,6.0,0.0988,1.0,-13.865,107.384,4.0,0.0301,0.338
2900,4abVwdCy5QUcyI3KS2lMJK,58,0.161,0.586,217200.0,0.663,0.0,4.0,0.198,0.0,-6.547,170.743,4.0,0.0825,0.693
2901,5oJrV0mGkw9dilk96X3W0c,51,5.17e-05,0.467,206227.0,0.986,9.21e-05,9.0,0.291,1.0,-2.69,159.935,4.0,0.0634,0.4
2902,41IrY9OFcaWVnEojXftyVh,61,0.289,0.797,243387.0,0.828,0.0,0.0,0.434,1.0,-3.972,79.992,4.0,0.115,0.572
2903,3dw0A0cbqT6Oy2V8KfGwIT,49,0.00157,0.527,193000.0,0.82,1.88e-05,6.0,0.0882,1.0,-5.855,120.041,4.0,0.0325,0.25
2904,5dikapPlQPrsT3xUsUjj0N,53,0.951,0.214,240067.0,0.156,0.00797,6.0,0.101,0.0,-17.515,75.654,5.0,0.0443,0.132
2905,0mwr3py9MZIOdvOrI31h6r,51,0.159,0.393,166520.0,0.714,2.49e-06,11.0,0.312,1.0,-8.521,115.522,4.0,0.0374,0.769
2906,3tjnCI2F64MOrRzi3NgXCA,52,0.733,0.748,251256.0,0.446,2.83e-06,5.0,0.107,1.0,-7.771,98.076,3.0,0.0304,0.579
2907,3EA4HwrlLdDJ3b4cX7JfqC,53,0.00768,0.611,247572.0,0.742,0.831,7.0,0.232,1.0,-7.402,103.039,4.0,0.0445,0.343
2908,37rKwjBHaZurlyPYy3Nqvz,53,0.0531,0.747,235983.0,0.525,0.0,6.0,0.039,0.0,-7.164,94.949,4.0,0.313,0.699
2909,0VffaI2jwQknRrxpECYHsF,62,0.00666,0.723,410097.0,0.806,0.876,0.0,0.276,1.0,-4.989,124.976,4.0,0.0521,0.539
2910,2w9v5V5Dpj4Cy7MWEP6Et9,60,0.175,0.901,184800.0,0.867,0.0,10.0,0.138,1.0,-3.455,132.029,4.0,0.074,0.969
2911,4eE8rU7ymogVA74C8j2b2f,66,0.521,0.547,232907.0,0.663,0.0,6.0,0.146,1.0,-4.698,135.807,4.0,0.0294,0.281
2912,1hJXpII24ReABFg8Ig6k7w,55,0.835,0.287,166707.0,0.203,0.0,11.0,0.128,1.0,-9.117,75.663,3.0,0.0396,0.238
2913,4SWAozNLRfZXF25ghKqm2q,55,0.872,0.226,258733.0,0.17,0.000119,2.0,0.102,0.0,-12.614,163.863,5.0,0.0336,0.162
2914,19siCk4vlsMuzQmLTwi5yt,51,0.0277,0.587,227346.0,0.878,0.228,0.0,0.182,0.0,-6.667,148.01,4.0,0.137,0.377
2915,3xhR3mClWXydDCByJxnOwY,51,0.0234,0.577,292777.0,0.748,0.0876,9.0,0.113,1.0,-4.943,124.71,4.0,0.0357,0.279
2916,5krHe0jThPClniUNYLKNYn,49,0.55,0.489,172813.0,0.407,0.87,8.0,0.11,1.0,-9.66,102.563,4.0,0.0245,0.254
2917,5Xjcst6Rle74VteHx0zczO,54,0.136,0.363,489453.0,0.533,0.0,2.0,0.358,1.0,-8.319,144.005,4.0,0.0314,0.0693
2918,1q9ru9Wx2Q9Ez8irkGcyFa,55,0.000606,0.312,251840.0,0.934,6.76e-05,3.0,0.115,0.0,-3.793,201.991,4.0,0.0683,0.471
2919,33JmIIfnnqxwUSpXo5ttDG,51,0.0661,0.517,241253.0,0.657,0.0,7.0,0.131,0.0,-6.324,110.999,4.0,0.0258,0.253
2920,5A7ZY7Ne45YzSCVmQYggkP,50,0.0132,0.477,236333.0,0.943,0.0,5.0,0.0512,0.0,-4.973,93.041,4.0,0.0532,0.457
2921,0V5aSGaNYMwnpv4CZO7JkD,65,0.524,0.494,292075.0,0.674,0.693,4.0,0.0696,0.0,-4.392,84.006,4.0,0.122,0.566
2922,3rocTBn0NsGrVAHGOZNzH5,50,0.964,0.373,214787.0,0.114,0.000498,5.0,0.111,1.0,-17.951,127.545,1.0,0.0476,0.173
2923,1vH8OmOhfr5Gw6En3wXTh5,49,0.995,0.43,65920.0,0.0826,0.866,9.0,0.0966,0.0,-28.136,130.393,4.0,0.052,0.29
2924,6ApFw0KmCRA0X0p2Vbqm0U,52,0.000107,0.321,281400.0,0.926,0.0437,0.0,0.353,1.0,-4.789,110.199,4.0,0.064,0.287
2925,3LmlegS3av5opwiIMVDbgI,54,6.07e-05,0.679,196764.0,0.788,2.1e-06,5.0,0.0783,0.0,-9.361,126.998,4.0,0.0509,0.319
2926,1Gqpa08T7eBAvPQj9O9L2Q,57,0.00143,0.357,218573.0,0.98,0.0,5.0,0.196,0.0,-1.286,191.147,4.0,0.153,0.567
2927,0GAE689kVy7sFT2QWZH1Xa,53,0.74,0.347,45640.0,0.33,0.931,7.0,0.557,1.0,-19.761,82.85,5.0,0.149,0.0316
2928,18Y3zi59zjRVUEjUhdApSX,52,0.195,0.59,204866.0,0.916,0.0,10.0,0.153,0.0,-4.541,92.457,4.0,0.323,0.548
2929,7iw8ixaeWkoeBoW16Lh17G,50,0.151,0.806,208080.0,0.545,0.00136,7.0,0.0627,1.0,-6.915,106.629,4.0,0.0382,0.879
2930,1nxGSNnFCpDLwm3umCOUpi,52,0.00119,0.525,285120.0,0.63,0.0,6.0,0.146,1.0,-6.673,106.978,4.0,0.0317,0.236
2931,5bODPM8nTwwTIE4W9fuUcC,59,0.00914,0.62,216947.0,0.872,0.0,7.0,0.111,1.0,-3.123,124.044,4.0,0.0347,0.299
2932,7F7GXimeJfRj0YC4GF7IhV,50,0.295,0.782,183573.0,0.66,0.0,7.0,0.199,1.0,-5.629,107.484,3.0,0.0267,0.765
2933,2miKV8OiAhmZPjhCzgRnvw,52,0.0577,0.748,169796.0,0.834,0.0,11.0,0.102,0.0,-2.272,93.485,4.0,0.112,0.918
2934,6FjbAnaPRPwiP3sciEYctO,73,0.699,0.657,243578.0,0.581,1.82e-05,0.0,0.116,1.0,-8.108,118.037,4.0,0.0298,0.323
2935,0sd6BRTa0O96tfEbFGhJF9,49,0.303,0.654,723573.0,0.753,8.08e-05,11.0,0.13,0.0,-7.556,110.722,5.0,0.395,0.371
2936,68qjS7DsWSTfxuaKLcPc3j,53,0.00425,0.725,217157.0,0.852,0.0,11.0,0.0929,1.0,-3.815,125.825,4.0,0.161,0.565
2937,7qjOGctWNfqfWsoVILg5iT,50,0.00766,0.739,257332.0,0.629,0.0,1.0,0.656,0.0,-5.79,146.007,4.0,0.263,0.195
2938,0Uc1kywLKWHjqRbuY6OJvK,50,0.117,0.672,239613.0,0.729,0.000368,8.0,0.201,1.0,-6.773,112.011,4.0,0.037,0.296
2939,5qFL2uwfnGU8FccwLMgPNQ,56,0.00105,0.64,301122.0,0.903,0.0503,5.0,0.171,0.0,-3.042,128.079,4.0,0.185,0.152
2940,7JJ22vCP45tMhZnAH4Sp1e,48,0.000673,0.442,367280.0,0.939,0.00149,1.0,0.117,1.0,-5.461,100.561,4.0,0.0445,0.479
2941,6Kn5yzAyOw3jf4Y5a6d1Oq,51,0.779,0.476,259080.0,0.478,0.117,11.0,0.103,1.0,-11.766,89.06,4.0,0.0395,0.489
2942,32UIpKdyGzgTPTO8e5ge5c,50,0.178,0.503,289707.0,0.795,0.0,10.0,0.042,1.0,-4.505,149.981,4.0,0.335,0.265
2943,6QOU3FhUkPeA2RtaXcvgi7,49,0.0904,0.534,238427.0,0.842,0.0388,2.0,0.203,0.0,-7.031,138.004,4.0,0.0925,0.441
2944,25J4d78ESH2MgAJoIakB8O,48,0.793,0.597,236720.0,0.267,0.0014,2.0,0.111,1.0,-8.796,75.535,4.0,0.0309,0.246
2945,1aW2tNqlixguxGc8M4hV1D,51,0.497,0.32,277240.0,0.314,0.00705,0.0,0.113,1.0,-10.666,88.996,4.0,0.0319,0.0507
2946,7eMpW9I1ZpVs6VQ90naDBh,51,0.000366,0.544,245133.0,0.788,0.0,5.0,0.141,0.0,-5.593,148.121,4.0,0.0474,0.818
2947,4FphdrrHaX3vXpT1eOrTHR,50,0.237,0.671,205320.0,0.828,0.000928,0.0,0.338,1.0,-7.535,99.922,4.0,0.0493,0.726
2948,5himtcBG5IetEOAYuB1Lu1,50,0.872,0.639,175200.0,0.439,0.0,0.0,0.0918,1.0,-7.157,133.87,4.0,0.0489,0.51
2949,2cOpRVjsE4qZLZbFOB47VJ,49,0.0109,0.616,179600.0,0.91,0.0,8.0,0.0806,0.0,-3.316,150.038,4.0,0.124,0.714
2950,0wmA7hbNSEGrrNggty5S3k,51,0.11,0.767,259267.0,0.318,1.79e-05,2.0,0.0483,1.0,-8.932,119.43,4.0,0.067,0.536
2951,3H37ijjdmKz0dQLgUGzpjx,54,0.45,0.659,260693.0,0.526,0.0,1.0,0.292,1.0,-7.318,139.748,4.0,0.14,0.495
2952,3DpqHuPTyeHWEp3lN8G0oq,52,0.0203,0.703,288640.0,0.68,0.0,3.0,0.151,1.0,-7.706,147.929,4.0,0.234,0.596
2953,36cmM3MBMWWCFIiQ90U4J8,62,0.0334,0.779,222187.0,0.963,0.493,2.0,0.664,0.0,-2.125,127.941,4.0,0.0399,0.759
2954,1VmCcOxARGs9Ybsz2hdTy6,52,0.0207,0.662,240039.0,0.718,0.0,0.0,0.335,1.0,-1.297,137.142,4.0,0.0463,0.172
